Questionnaire Name	Account Number	Account Name	Country	CDP Region	Parent Section	Section	Row Number	Row Name	Climate Hazards	Did this hazard significantly impact your city before 2020?	Current probability of hazard	Current magnitude of hazard	Social impact of hazard overall	Most relevant assets / services affected overall	Please identify which vulnerable populations are affected	Future change in frequency	Future change in intensity	Future expected magnitude of hazard	When do you first expect to experience those changes in frequency and intensity?	Please describe the impacts experienced so far, and how you expect the hazard to impact in the future
Cities 2020	63762	Metropolitan Washington Council of Governments (COG)	United States of America	North America	Climate Hazards and Vulnerability	Climate Hazards	5		Storm and wind > Lightning / thunderstorm	Yes	High	Medium	Fluctuating socio-economic conditions; Increased demand for healthcare services; Increased demand for public services; Increased risk to already vulnerable populations	Commercial; Emergency services; Energy; Food & agriculture; Public health; Transport; Water supply & sanitation	Elderly; Persons living in sub-standard housing; Persons with chronic diseases	Increasing	Increasing	Medium	Short-term (by 2025)	Severe thunderstorms and lightning have a high probability of occurring with a moderate level of impact.The June 2012 Derecho that hit the region was a violent thunderstorm with winds recorded at upwards of 85 mph. Millions of people experienced power outages for several days during a heatwave. The Washington Suburban Sanitary Commission (WSSC) experienced power loss at Potomac and Patuxent filtration plants and at more than 50 of its facilities. Transportation routes were blocked due to downed trees and power lines. The Derecho event resulted in communication infrastructure damages and 9-1-1 outages affected more than 1.5 million people in Northern Virginia and 68,000 people in the District of Columbia. In October 2012, the region experienced sustained winds and heavy rain during Superstorm Sandy. Impacts were lessened due the region not being directly hit, pre-landfall preparedness, and coordination during response and recovery operations. During Sandy, the region experienced flooding, power outages, downed power lines and trees. Water utilities experienced short power outages, flooding, or sewer overflows.  Metrorail and bus services were suspended for two days.  Severe thunderstorms and lightning have a high probability to occur more frequently by 2025. Future projections show the frequency and intensity of extreme precipitation events are projected to increase from 10 days per year with 1 inch of rain in a 24-hour period to 12 days by 2050. The number of days per year with more than 2 inches of rainfall per 24-hour period is expected to increase from 1 day to  3.5 days by the 2050s.  More frequent and intense severe storms will cause additional impacts to energy, transportation, water, and communication services and assets. Power outages and transportation disruptions will occur due to extreme rainfall events and downed trees. Severe thunderstorms and lightning pose a public health challenge, as power outages can disrupt medical services and emergency response. More intense rainfall can damage and overwhelm water infrastructure. Long-term power outages pose challenges to potentially vulnerable populations including the elderly, persons with chronic conditions, persons who rely on electric medical equipment and refrigerated medication. Prolonged power outages can become life threatening during heat waves and extreme cold events.
Cities 2020	63762	Metropolitan Washington Council of Governments (COG)	United States of America	North America	Climate Hazards and Vulnerability	Climate Hazards	6		Extreme cold temperature > Extreme winter conditions	Yes	Medium	High	Increased demand for healthcare services; Increased demand for public services	Energy; Public health; Transport; Waste management	Children & youth; Elderly; Persons living in sub-standard housing; Persons with chronic diseases	Increasing	Increasing	Medium High	Immediately	The region may see increases risk of ice storms as winter temperatures rise and more storms will occur near 32°F in temperature. Extreme winter conditions have a moderate probability and a high consequence, as these events pose a life-threatening risk to human health and life.The region has experienced extreme winter conditions resulting in loss of life, significant economic impacts, and infrastructure damages. Recent winter storms events affecting metropolitan Washington include: Snowzilla (2016), Carmageddon (2011), Snowmageddon (2010), and Snowpocalypse (2009). The February 2010 severe winter storm named Snowmageddon impacted the Atlantic coastline, dropping several feet of snow in metropolitan Washington.  Washington's Dulles Airport recorded 32.4 inches of snow. A State of Emergency was declared in Washington D.C, Virginia, and Maryland. Widespread power outages occurred with hundreds of thousands without power. The Federal government and schools in the region were closed for several days. Infrastructure damages and disruptions to transportation routes occurred due to excessive snow on roadways, downed trees, abandoned vehicles and vehicle accidents. It took several days to clear roads and pedestrian paths after the storm.Extreme winter conditions will occur more frequently and increase in intensity by 2025. While average annual temperatures are increasing, extreme winter events and cold snaps may continue to occur. Extreme winter conditions cause impacts to both infrastructure and people. Infrastructure can experience road surface damages and closures resulting in travel disruptions and higher maintenance costs. Roadway accidents, injuries, and fatalities are likely to coincide with winter conditions. Energy infrastructure may experience transmission structure failures resulting in power outages for many customers. Extreme cold temperatures pose a public health risk especially to persons facing homelessness, low-income households, the elderly, and persons with chronic conditions who rely on daily access to services.
Cities 2020	63836	Vadodara Municipal Corporation	India	South and West Asia	Climate Hazards and Vulnerability	Climate Hazards	0													
Cities 2020	63862	City of Ashland, OR	United States of America	North America	Climate Hazards and Vulnerability	Climate Hazards	1		Wild fire > Forest fire	Yes										
Cities 2020	63862	City of Ashland, OR	United States of America	North America	Climate Hazards and Vulnerability	Climate Hazards	2		Extreme hot temperature > Extreme hot days											
Cities 2020	63862	City of Ashland, OR	United States of America	North America	Climate Hazards and Vulnerability	Climate Hazards	3		Water Scarcity > Drought											
Cities 2020	63862	City of Ashland, OR	United States of America	North America	Climate Hazards and Vulnerability	Climate Hazards	4		Flood and sea level rise > Flash / surface flood											
Cities 2020	63919	City of Saratoga Springs, NY	United States of America	North America	Climate Hazards and Vulnerability	Climate Hazards	1		Extreme Precipitation > Rain storm	Yes	Medium High	Medium High	Fluctuating socio-economic conditions	Water supply & sanitation	Other, please specify:  Increased frequency of heavy downpours has the potential to affect drinking water supply; heighten risk of river flooding; flood key rail lines, roadways, and transportation hubs; and increase delays and hazards related to extreme weather events.	Increasing	Increasing	Medium	Immediately	Precipitation will become more variable, not in the total amount of precipitation but rather in how that precipitation falls. On average, annual average precipitation is expected to increase 12% by 2050. From 1958 to 2012 there has already been a 71% increase in the frequency of very heavy precipitation. Based on climate modeling predictions, Saratoga Springs is expected to see an increase in flooding caused by heavy downpours and extreme weather events. Climate projections also show an overall trend of warming in the area with a decrease in snow and an increase in rainfall during the winter.Winter Storm:2/6/2008;2/12/2008;1/6/2009;1/28/2009;2/1/2011; 2/25/2011; 3/6/2011; 2/29/2012; 3/1/2012; 3/12/2014; 11/26/2014; 1/3/2015; 2/12/2017; 12/22/2017; 2/7/2018; 3/2/2018; 3/7/2018High/Strong Wind:1/30/2008;9/15/2008;10/25/2008;12/7/2008;12/25/2008;12/30/2008;5/31/2009;5/8/2010;5/8/2010;5/8/2010;5/8/2010;12/1/2010;10/29/2012;12/21/2012;1/20/2013;1/31/2013;11/18/2013;5/12/2014;2/29/2016;3/1/2016;10/22/2016;1/10/2017;3/1/2017;4/16/2017;10/30/2017;11/10/2017;4/4/2018Lighting:7/26/2008;7/23/20148/17/2018Thunderstorm:6/22/2008; 6/8/2011;5/29/2012;9/11/2013;10/7/2013;6/17/2014;7/3/2014;6/9/2015;8/13/2016;5/18/2017;5/18/2017;Tropical Storm:8/2/8/201112/26/2012;3/18/2013;12/14/2013;1/2/2014;2/5/2014;2/13/2014;2/2/2015;2/7/2015;3/14/2017;12/24/2017;2/4/2018
Cities 2020	63919	City of Saratoga Springs, NY	United States of America	North America	Climate Hazards and Vulnerability	Climate Hazards	2		Extreme hot temperature > Heat wave	Yes	Medium High	Medium High	Fluctuating socio-economic conditions	Food & agriculture	Other, please specify: Agriculture and in particular horses.	Increasing	Increasing	Medium High	Immediately	In New York State over the next century, average summertime (June-August) temperatures are projected to increase between 3.6 to 10.8 degrees Fahrenheit (F). Projected temperatures are based on Representative Concentration Pathways (RCP)11.  Saratoga County’s Department of Health has now compared two RCP scenarios: 1) RCP 4.511, an intermediate emission scenario in a future with relatively ambitious emissions reductions and stabilization after 2100, and 2) RCP 8.511, a high emission scenario representing a future with no policy changes to reduce emissions.  Both scenarios predict an increase in average temperatures, with a much greater increase under the high emission scenario in comparison to intermediate emission scenario. (NYS Department of Health: Saratoga County Heat-Health Profile Report).Heat waves have caused economic impacts in Saratoga Springs. In 2018, NYRA closed  the Race Track due to a heat wave which caused the loss of economic activity associated with the short horse racing season. In addition, each summer there are a number of heat related deaths of horses. Also, heat waves impact seniors and low income communities who struggle to pay for cooling their homes.
Cities 2020	63941	Broward County, FL	United States of America	North America	Climate Hazards and Vulnerability	Climate Hazards	1		Storm and wind > Cyclone (Hurricane / Typhoon)	Yes	High	High		Commercial; Emergency services; Residential	Elderly; Low-income households; Marginalized groups; Persons living in sub-standard housing; Persons with disabilities	None	Increasing	High	Immediately	NOAA concluded that it is likely that climate warming will cause Atlantic hurricanes in the coming century have higher rainfall rates than present-day hurricanes, and medium confidence that they will be more intense (higher peak winds and lower central pressures) on average. It is uncertain how the annual number of Atlantic tropical storms will change over the 21st century. All else equal, tropical cyclone surge levels should increase with sea level rise as projected for example by IPCC AR5. These assessment statements are intended to apply to climate warming of the type projected for the 21st century by prototype IPCC mid-range warming scenarios, such as A1B or RCP4.5.
Cities 2020	63941	Broward County, FL	United States of America	North America	Climate Hazards and Vulnerability	Climate Hazards	2		Chemical change > Salt water intrusion	Yes	High	High	Increased resource demand	Commercial; Residential; Water supply & sanitation		Do not know	Do not know	Do not know	Medium-term (2026-2050)	Saltwater intrusion has affected Broward County for many years and is predicted to only increase going forward. Currently and in the past saltwater intrusion has caused the County wellfields (2A, 3A/B) and Cities of Deerfield Beach, Pompano Beach, Hollywood and Dania Beach to shut down wells and construct new wells further west away from the ocean and intruding saltwater front. Hollywood has also pursued reverse osmosis treatment of brackish Floridan Aquifer water as an alternative to their traditional Biscayne Aquifer supply that is being impacted by saltwater intrusion. Although many of these Cities have better managed their coastal withdrawals to prolong the use of eastern wells, increasing sea level will continue to push the saltwater front further inland and may compromised additional wells. Many cities will be forced to move wells further west if their city boundaries permit or they will have to come to agreements with neighboring Cities or regional facilities to obtain raw water in order to meet growing demands.
Cities 2020	63941	Broward County, FL	United States of America	North America	Climate Hazards and Vulnerability	Climate Hazards	3		Flood and sea level rise > Permanent inundation	No	High	High	Increased resource demand; Increased risk to already vulnerable populations; Population displacement	Commercial; Environment, biodiversity, forestry; Residential		Do not know	Do not know	Do not know	Long-term (after 2050)	"This refers to permanent inundation due to sea level rise predictions which are based on current modeling methods.This refers to salt water intrusion due to sea level rise predictions which are based on current modeling methods.The Unified Seal Level Rise Projection for Southeast Florida projects three different terms:•	short term: 6 to 20 inches above 1992 mean sea level by 2030•	medium term: 14 to 34 inches above 1992 mean sea level by 2060•	long term: 31 to 81 inches above 1992 mean sea level by 2100These projects are expected to increase with the adoption of the 2019 Unified Sea Level Rise Projection for Southeast Florida.The “business as usual” scenario was considered by developing an analysis of vulnerability of coastal Broward to three sea level rise scenarios. A mapping exercise conducted by the Planning and Redevelopment Division indicated areas at risk of tidal flooding due to sea level rise east of the salinity control structures will be substantially affecting households, businesses and property values. Nearly 2000 homes and 200 businesses in eastern Broward would be impacted by a one foot rise in sea level. With a two foot rise, the impact is multiplied 5-6 times with property loss increasing from an estimated loss at one foot sea level rise of $469M to $4.54B. The three foot scenario shows impacts to 11% of the population, 12% of the workforce with 17.5% loss in total taxable value. The inundation models show that the cost of inaction would be tremendous.Local impacts related to climate change, especially sea level rise, are already occurring. Critical public infrastructure including beaches, roadways and especially stormwater drainage treatment and conveyance systems have already begun to show vulnerabilities to the current rate of rise of sea level, extreme rainfall and seasonal high tides. Coastal communities have begun to seek infrastructure improvements to address mounting drainage concerns. The predicted accelerated rate of sea level rise will further exacerbate the impact of saltwater intrusion on our source of drinking water and on coastal habitats. Climate-related challenges currently exist suggesting action to address these issues is needed today."
Cities 2020	63999	City of Miami Beach, FL	United States of America	North America	Climate Hazards and Vulnerability	Climate Hazards	1		Flood and sea level rise > Coastal flood	Yes	High	High	Increased demand for public services; Increased resource demand; Increased risk to already vulnerable populations	Commercial; Emergency services; Environment, biodiversity, forestry; Public health; Residential; Society / community & culture; Tourism; Transport	Children & youth; Elderly; Low-income households; Marginalized groups; Persons living in sub-standard housing; Persons with chronic diseases; Persons with disabilities; Unemployed persons; Women & girls	Increasing	Increasing	High	Short-term (by 2025)	Based on the 2019 Unified Sea Level Rise Projection for Southeast Florida, the region could see 10-17 inches of sea-level rise by 2040 and 21-54 inches of sea-level rise by 2070. These estimates show that the impacts from coastal flooding would increase over time. Currently, coastal flooding impacts the overall drainage system. While the City is updating its stormwater management system with new pump stations, the old system is still gravity driven.  These older systems lead to slow drainage from streets which may cause extended flooding in streets and properties. As the City continues to update its stormwater management system, using the Unified Sea Level Rise Projection for planning, it is expected that there should be a reduced impact from coastal flooding.
Cities 2020	63999	City of Miami Beach, FL	United States of America	North America	Climate Hazards and Vulnerability	Climate Hazards	2		Flood and sea level rise > Flash / surface flood	Yes	Medium	Medium	Increased demand for public services; Increased resource demand; Increased risk to already vulnerable populations	Commercial; Emergency services; Environment, biodiversity, forestry; Residential; Society / community & culture; Tourism; Transport; Waste management	Children & youth; Elderly; Low-income households; Marginalized groups; Persons living in sub-standard housing; Persons with chronic diseases; Persons with disabilities; Unemployed persons; Women & girls	Increasing	Increasing	Medium High	Short-term (by 2025)	Given its unique geology and geography, Miami Beach faces threats of water from all sides: heavier precipitation due to increased storm events; higher flood levels due to rising sea levels and storm surges; groundwater intrusion due to rising water tables and a porous limestone foundation; and stronger and more frequent nuisance flooding and king tides. Flash/surface flooding impacts the overall drainage system. While the City is updating its stormwater management system with new pump stations, the old system is gravity driven. This leads to slow drainage from streets which may cause extended flooding in streets and properties and stormwater system requirements. The City is updating its stormwater management system to address these needs and adapt to the increasing effects of climate change.
Cities 2020	63999	City of Miami Beach, FL	United States of America	North America	Climate Hazards and Vulnerability	Climate Hazards	3		Storm and wind > Extra tropical storm	Yes	Medium	Medium	Increased demand for healthcare services; Increased demand for public services; Increased resource demand; Increased risk to already vulnerable populations	Energy; Food & agriculture; Information & communications technology; Transport; Waste management; Water supply & sanitation	Children & youth; Elderly; Low-income households; Marginalized groups; Persons living in sub-standard housing; Persons with chronic diseases; Persons with disabilities; Unemployed persons; Women & girls	Increasing	Increasing	Medium High	Short-term (by 2025)	Warm water is the main fuel for tropical storms and hurricanes. Studies have found that the probability has increased for future storm generation off the North American coast due to much warmer than average waters in the western Atlantic. In recent years, Miami Beach has experienced effects from hurricanes and tropical storms that passed by the coast of Florida. Even without a direct hit, storms can cause increased levels of precipitation and strong winds which can become dangerous. These conditions could also lead to increased levels of flooding impacting emergency management, transportation and access to energy.
Cities 2020	63999	City of Miami Beach, FL	United States of America	North America	Climate Hazards and Vulnerability	Climate Hazards	4		Extreme Precipitation > Rain storm	Yes	High	Medium High	Increased demand for public services; Increased resource demand; Increased risk to already vulnerable populations	Commercial; Energy; Environment, biodiversity, forestry; Residential; Society / community & culture; Tourism; Transport; Waste management	Children & youth; Elderly; Low-income households; Marginalized groups; Persons living in sub-standard housing; Persons with chronic diseases; Persons with disabilities; Unemployed persons; Women & girls	Increasing	Increasing	Medium High	Short-term (by 2025)	Combined with sea level rise and high tides, rain storms which cause increased levels of precipitation  lead to increased levels of flooding in many parts of the city. Miami Beach's adaptation strategy which includes upgrading the stormwater management system has helped with flooding in parts of the city where projects have been completed. Flooding impacts emergency management, transportation and access to energy.  As sea levels continue to rise and extreme weather events intensify, flooding will continue to be a hazard.
Cities 2020	68290	Wyndham City Council	Australia	Southeast Asia and Oceania	Climate Hazards and Vulnerability	Climate Hazards	1		Extreme Precipitation > Rain storm	Yes	Medium High	Medium High	Fluctuating socio-economic conditions; Increased demand for public services; Increased risk to already vulnerable populations; Loss of traditional jobs	Environment, biodiversity, forestry; Residential; Transport	Children & youth; Elderly; Low-income households; Marginalized groups; Persons living in sub-standard housing; Persons with chronic diseases; Persons with disabilities	Increasing	Increasing	Medium	Immediately	Increase in storms and flooding
Cities 2020	68290	Wyndham City Council	Australia	Southeast Asia and Oceania	Climate Hazards and Vulnerability	Climate Hazards	2		Extreme Precipitation > Hail	Do not know	Medium High	Medium	Increased demand for public services; Other, please specify	Commercial; Residential; Transport	Elderly; Indigenous population; Low-income households; Marginalized groups; Persons living in sub-standard housing; Persons with disabilities; Unemployed persons	Increasing	Increasing	Medium	Immediately	Potential property damage from hail.
Cities 2020	68290	Wyndham City Council	Australia	Southeast Asia and Oceania	Climate Hazards and Vulnerability	Climate Hazards	3		Storm and wind > Severe wind	Yes	Medium High	Medium	Increased demand for public services; Increased risk to already vulnerable populations	Commercial; Environment, biodiversity, forestry; Residential	Indigenous population; Low-income households; Marginalized groups; Persons living in sub-standard housing; Persons with chronic diseases; Persons with disabilities; Unemployed persons	Increasing	Increasing	Medium	Immediately	
Cities 2020	68290	Wyndham City Council	Australia	Southeast Asia and Oceania	Climate Hazards and Vulnerability	Climate Hazards	4		Extreme hot temperature > Heat wave	Yes	Medium High	Medium High	Increased demand for healthcare services; Increased demand for public services; Increased incidence and prevalence of disease and illness; Increased resource demand; Increased risk to already vulnerable populations; Loss of traditional jobs	Environment, biodiversity, forestry; Food & agriculture; Public health	Children & youth; Elderly; Indigenous population; Low-income households; Marginalized groups; Persons living in sub-standard housing; Persons with chronic diseases; Persons with disabilities; Unemployed persons; Women & girls	Increasing	Increasing	Medium	Immediately	
Cities 2020	68290	Wyndham City Council	Australia	Southeast Asia and Oceania	Climate Hazards and Vulnerability	Climate Hazards	5		Extreme hot temperature > Extreme hot days	Yes	Medium High	Medium High	Increased demand for healthcare services; Increased demand for public services; Increased incidence and prevalence of disease and illness; Increased resource demand; Increased risk to already vulnerable populations; Loss of traditional jobs	Environment, biodiversity, forestry; Food & agriculture; Public health	Children & youth; Elderly; Indigenous population; Low-income households; Marginalized groups; Persons living in sub-standard housing; Persons with chronic diseases; Persons with disabilities; Unemployed persons; Women & girls	Increasing	Increasing	Medium	Immediately	
Cities 2020	68290	Wyndham City Council	Australia	Southeast Asia and Oceania	Climate Hazards and Vulnerability	Climate Hazards	6		Water Scarcity > Drought	Yes	Medium High	Medium High	Fluctuating socio-economic conditions; Increased demand for healthcare services; Increased demand for public services; Increased incidence and prevalence of disease and illness; Increased resource demand; Increased risk to already vulnerable populations; Loss of traditional jobs	Food & agriculture; Public health; Water supply & sanitation	Children & youth; Elderly; Indigenous population; Low-income households; Marginalized groups; Persons living in sub-standard housing; Persons with chronic diseases; Persons with disabilities; Unemployed persons; Women & girls	Increasing	Increasing	Medium	Immediately	Increased length and intensity of drought
Cities 2020	68290	Wyndham City Council	Australia	Southeast Asia and Oceania	Climate Hazards and Vulnerability	Climate Hazards	7		Wild fire > Forest fire	Do not know	Medium Low	Medium	Increased demand for healthcare services; Increased demand for public services; Increased risk to already vulnerable populations; Population displacement	Emergency services; Environment, biodiversity, forestry; Food & agriculture	Elderly; Low-income households; Marginalized groups; Persons living in sub-standard housing; Persons with disabilities	Do not know	Do not know	Low	Immediately	
Cities 2020	68290	Wyndham City Council	Australia	Southeast Asia and Oceania	Climate Hazards and Vulnerability	Climate Hazards	8		Wild fire > Land fire	Yes	Medium High	Medium	Increased demand for healthcare services; Increased demand for public services; Increased incidence and prevalence of disease and illness; Increased risk to already vulnerable populations; Loss of traditional jobs; Population displacement	Emergency services; Food & agriculture; Residential	Elderly; Indigenous population; Low-income households; Marginalized groups; Persons living in sub-standard housing; Persons with disabilities	Increasing	Increasing	Medium	Immediately	Grass fires near residentail areas
Cities 2020	68290	Wyndham City Council	Australia	Southeast Asia and Oceania	Climate Hazards and Vulnerability	Climate Hazards	9		Flood and sea level rise > Flash / surface flood	Do not know	Low	Low	Increased demand for healthcare services; Increased demand for public services; Increased incidence and prevalence of disease and illness; Increased risk to already vulnerable populations; Population displacement	Commercial; Emergency services; Environment, biodiversity, forestry; Food & agriculture; Industrial; Land use planning; Public health; Residential; Society / community & culture; Tourism; Transport; Waste management; Water supply & sanitation	Elderly; Low-income households; Marginalized groups; Persons living in sub-standard housing; Persons with chronic diseases; Persons with disabilities; Unemployed persons	Increasing	Increasing	Low	Medium-term (2026-2050)	
Cities 2020	68290	Wyndham City Council	Australia	Southeast Asia and Oceania	Climate Hazards and Vulnerability	Climate Hazards	10		Flood and sea level rise > River flood	Yes	Medium Low	Medium Low	Increased demand for public services	Emergency services; Society / community & culture; Transport	Elderly; Indigenous population; Low-income households; Marginalized groups; Persons living in sub-standard housing; Persons with chronic diseases; Persons with disabilities; Unemployed persons	Increasing	Increasing	Low	Medium-term (2026-2050)	Flooding of Cottrell Street would disrupt 5 bus routes , Little River (erosion), Laverton West, Cocoroc River, Lollypop Creek, Sanctuary Lakes
Cities 2020	68290	Wyndham City Council	Australia	Southeast Asia and Oceania	Climate Hazards and Vulnerability	Climate Hazards	11		Flood and sea level rise > Coastal flood	No	Medium Low	Medium Low	Increased demand for healthcare services; Increased demand for public services; Increased incidence and prevalence of disease and illness; Increased resource demand; Increased risk to already vulnerable populations; Loss of traditional jobs; Population displacement	Environment, biodiversity, forestry; Food & agriculture; Society / community & culture	Elderly; Indigenous population; Low-income households; Marginalized groups; Persons living in sub-standard housing; Persons with chronic diseases; Persons with disabilities; Unemployed persons	Increasing	Increasing	Medium	Long-term (after 2050)	Werribee South
Cities 2020	68290	Wyndham City Council	Australia	Southeast Asia and Oceania	Climate Hazards and Vulnerability	Climate Hazards	12		Storm and wind > Storm surge	Yes	Low	Low		Commercial; Emergency services; Food & agriculture; Public health; Residential; Waste management; Water supply & sanitation	Elderly; Indigenous population; Low-income households; Marginalized groups; Persons living in sub-standard housing; Persons with chronic diseases; Persons with disabilities; Unemployed persons	Increasing	Increasing	Low	Medium-term (2026-2050)	
Cities 2020	68296	Hobsons Bay City Council	Australia	Southeast Asia and Oceania	Climate Hazards and Vulnerability	Climate Hazards	1		Extreme Precipitation > Rain storm	Yes	Medium	Medium High	Fluctuating socio-economic conditions; Increased demand for public services; Increased incidence and prevalence of disease and illness; Increased risk to already vulnerable populations	Commercial; Emergency services; Energy; Environment, biodiversity, forestry; Industrial; Information & communications technology; Land use planning; Other, please specify: Active sporting reserves; Public health; Residential; Society / community & culture; Tourism; Transport; Waste management; Water supply & sanitation	Elderly; Low-income households; Marginalized groups; Persons with disabilities; Unemployed persons	Decreasing	Increasing	High	Short-term (by 2025)	There is high confidence of winter drying in southern Australia and high confidence in projections that extreme rainfall events (wettest day of the year and wettest day in 20 years) will become wetter in greater Melbourne. However, warmer SSTs increased the chances of above-average rainfall in eastern Australia in March 2012 by five per cent to 15 per cent.Climate change is increasing the probability of flooding and it will continue to be a problem for areas already prone to flooding in Hobsons Bay City.
Cities 2020	68296	Hobsons Bay City Council	Australia	Southeast Asia and Oceania	Climate Hazards and Vulnerability	Climate Hazards	2		Extreme hot temperature > Heat wave	Yes	Medium	Medium High	Increased conflict and/or crime; Increased demand for healthcare services; Increased demand for public services; Increased incidence and prevalence of disease and illness; Increased risk to already vulnerable populations	Commercial; Education; Emergency services; Energy; Environment, biodiversity, forestry; Food & agriculture; Industrial; Information & communications technology; Other, please specify: Active sporting reserves; Public health; Residential; Society / community & culture; Tourism; Transport; Waste management; Water supply & sanitation	Children & youth; Elderly; Low-income households; Marginalized groups; Persons living in sub-standard housing; Persons with chronic diseases; Persons with disabilities; Unemployed persons	Increasing	Increasing	High	Immediately	Hobsons Bay currently experiences on average 11 days over 35 degrees Celsius and 1.6 days over 40 degrees Celsius. Projections show there will be more frequent hot temperatures and fewer cold temperature extremes as global mean temperatures increase. By 2030, Hobsons Bay is expected to experience between two to four more hot days above 35 degrees Celsius and one to two more hot days over 40 degrees Celsius than currently experienced.
Cities 2020	68296	Hobsons Bay City Council	Australia	Southeast Asia and Oceania	Climate Hazards and Vulnerability	Climate Hazards	3		Water Scarcity > Drought	Yes	Medium High	Medium Low	Fluctuating socio-economic conditions; Increased conflict and/or crime; Increased demand for healthcare services; Increased demand for public services; Increased resource demand; Increased risk to already vulnerable populations; Loss of tax base to support public services; Migration from rural areas to cities; Population displacement	Commercial; Environment, biodiversity, forestry; Food & agriculture; Industrial; Land use planning; Other, please specify: Active sporting reserves; Public health; Residential; Society / community & culture; Tourism; Water supply & sanitation	Low-income households; Marginalized groups; Unemployed persons	Increasing	Increasing	High	Medium-term (2026-2050)	Hobsons Bay is already becoming drier and average rainfall will continue to decrease by 1.66 per cent in 2030 and by 4.58 per cent in 2070 if RCP 8.5 concentrations of greenhouse gases continue to be emitted into the atmosphere. However, if global emissions are lowered by RCP 4.5 concentrations, average rainfall in 2070 will only decrease by 3.05 per cent.
Cities 2020	68296	Hobsons Bay City Council	Australia	Southeast Asia and Oceania	Climate Hazards and Vulnerability	Climate Hazards	4		Flood and sea level rise > Flash / surface flood	Yes	Medium High	Medium High	Fluctuating socio-economic conditions; Increased demand for healthcare services; Increased demand for public services; Increased incidence and prevalence of disease and illness; Increased resource demand; Increased risk to already vulnerable populations; Loss of traditional jobs	Commercial; Education; Emergency services; Energy; Environment, biodiversity, forestry; Industrial; Information & communications technology; Land use planning; Other, please specify: Active sporting reserves; Public health; Residential; Society / community & culture; Tourism; Transport; Waste management; Water supply & sanitation	Children & youth; Elderly; Low-income households; Marginalized groups; Persons with chronic diseases; Persons with disabilities; Unemployed persons	Decreasing	Increasing	High	Medium-term (2026-2050)	Climate change is increasing the probability of flooding and it will continue to be a problem for areas already prone to flooding like Hobsons Bay. There is high confidence of winter drying in southern Australia and high confidence in projections that extreme rainfall events (wettest day of the year and wettest day in 20 years) will become wetter in greater Melbourne.Warmers SSTs increased the chances of above-average rainfall in eastern Australia in March 2012 by five per cent to 15 per cent which will increase the probability of flooding.
Cities 2020	68296	Hobsons Bay City Council	Australia	Southeast Asia and Oceania	Climate Hazards and Vulnerability	Climate Hazards	5		Flood and sea level rise > Coastal flood	No	Low	High	Increased demand for public services; Increased resource demand; Increased risk to already vulnerable populations; Loss of tax base to support public services; Migration from rural areas to cities; Population displacement	Commercial; Education; Emergency services; Energy; Environment, biodiversity, forestry; Industrial; Information & communications technology; Land use planning; Public health; Residential; Society / community & culture; Tourism; Transport; Waste management; Water supply & sanitation	Children & youth; Low-income households; Marginalized groups	Increasing	Increasing	High	Medium-term (2026-2050)	Australia is already seeing a rise in sea levels. The rates of sea-level rise to the north, west and southeast of Australia have been higher than the global average since 1993, and rates of sea-level rise on the central east and southern coasts of the continent have been closer to the global average due to warming temperatures.  By 2050, sea level around Hobsons Bay is projected to rise by median value of 0.24m. By 2070, it is projected to rise by 0.30m with  RCP 8.5 emissions; however, if we reduce emissions significantly to RCP 4.5 concentrations, the sea level will only rise by 0.32m.
Cities 2020	68296	Hobsons Bay City Council	Australia	Southeast Asia and Oceania	Climate Hazards and Vulnerability	Climate Hazards	6		Flood and sea level rise > Permanent inundation	No	Low	High	Fluctuating socio-economic conditions; Increased conflict and/or crime; Increased demand for healthcare services; Increased demand for public services; Increased risk to already vulnerable populations; Loss of traditional jobs; Migration from rural areas to cities; Population displacement	Environment, biodiversity, forestry; Land use planning; Residential; Tourism; Water supply & sanitation	Elderly; Low-income households; Marginalized groups; Persons living in sub-standard housing	Increasing	Increasing	High	Medium-term (2026-2050)	By 2050, sea level around Hobsons Bay is projected to rise by a median value of 0.24m and  by 0.30m  by 2070 at RCP 8.5 emissions.In Hobsons Bay, the Altona Coastal Park, Jawbone Nature Conservation Reserve, and the Altona Foreshore Reserve will be greatly affected by sea-level rise by 2040. Parts of the Esplanade along the Altona Foreshore will also be affected by rising sea levels
Cities 2020	68373	Prefeitura de Pedreira	Brazil	Latin America	Climate Hazards and Vulnerability	Climate Hazards	1		Extreme Precipitation > Rain storm	Yes	Medium High	Medium High	Increased demand for public services; Increased incidence and prevalence of disease and illness; Increased resource demand; Increased risk to already vulnerable populations	Water supply & sanitation	Persons with disabilities	Decreasing	Increasing	Medium	Short-term (by 2025)	Deslisamento de encostas em perímetro urbano , e afetarão quando houver grande chuvas, e enchentes em área urbana.
Cities 2020	68373	Prefeitura de Pedreira	Brazil	Latin America	Climate Hazards and Vulnerability	Climate Hazards	2		Extreme Precipitation > Rain storm	Yes	Medium High	Medium Low	Fluctuating socio-economic conditions	Commercial; Land use planning; Tourism; Water supply & sanitation	Low-income households	Increasing	Increasing		Immediately	Escorregamento de encosta e enchentes
