Year Reported to CDP	Account Number	Organization	City	Country	CDP Region	Access	Renewable energy or electricity target implemented	Scale	Type	Energy / electricity types covered by target (including unit)	Base year	Total renewable energy / electricity covered by target in base year	Percentage renewable energy / electricity of total energy or electricity in base year	Target year	Total renewable energy / electricity covered by target in target year	Percentage renewable energy / electricity of total energy or electricity in target year	Percentage of target achieved	Please specify plans to meet the target(s) and in which sector this target will be implemented	Population	Population Year	City Location	Last update
2020	54104	City of Boulder	Boulder	United States of America	North America	public	Yes	City-wide	Energy	Total installed capacity of renewable energy (in MW)	2005	0.06	4	2030	100	100	60	With more than 300 days of sunshine per year, Boulder is the perfect place to take advantage of solar and has set a goal to have 50 MW of local generation of electricity through renewable energy sources by 2020, 100 MW by 2030 and 175 MW by 2050. To achieve this goal,  the City of Boulder hired consultants in 2017 to provide recommendations on actions that would inform the city’s overall solar strategy. These series of actions, over 50, are available here and lay out the way the city will approach this goal: https://www-static.bouldercolorado.gov/docs/COB_Final_Solar_Action_Strategies-1-201803131027.pdf_ga=2.84904479.7226164.1557152915-1865843188.1539968573The strategies to achieve this goal include performance-based incentives, collaborate portfolio procurement, green leasing, community solar gardens, feed-in tariffs, PV+storage contracts, and using strategic financing mechanisms.  On April 16, the Boulder City Council authorized lease agreements for bulk purchasing of solar PV that will add 2.75 megawatts of solar capacity to 14 city-owned properties, bringing the city’s total solar portfolio to 6.45 megawatts and demonstrating progress toward the city's overall community climate commitment goals by utilizing one of the strategies identified. Progress is tracked in the annual inventory and also reported here: https://bouldercolorado.gov/boulder-measures/local-renewable-generation	107100	2019	POINT (-105.252 40.0274)	2021-05-20T02:49:34.733
2020	59631	City of San Leandro, CA	San Leandro	United States of America	North America	public	Intending to undertake in the next 2 years												90553	2019	POINT (-122.156 37.7249)	2021-05-20T02:49:34.733
2020	50555	City of Hamilton	Hamilton	Canada	North America	public	Not intending to undertake												572575	2018	POINT (-79.8661 43.25)	2021-05-20T02:49:34.733
2020	831616	Commune de Tsévié	Tsévié	Togo	Africa	public	Yes												160430	2020	POINT (1.21333 6.42611)	2021-05-20T02:49:34.733
2020	54498	Ayuntamiento de Murcia	Murcia	Spain	Europe	public	Yes	Local government operations	Electricity	All electricity produced (in MWh)	2020	255		2030	600			Instalación de plantas fotovoltaicas en cubiertas edificios municipales: Plan de Autoconsumo Municipal. Proponiéndose la redacción y ejecución de un Segundo Plan de Autoconsumo Municipal hasta en el cual también se generen 600.000 kWh/año de energía eléctrica mediante placas solares fotovoltaicas.	453258	2019	POINT (-1.00495 37.799)	2021-05-20T02:49:34.733
2020	31113	City of Yokohama	Yokohama	Japan	East Asia	public	Yes	City-wide	Electricity	Total installed capacity of renewable electricity (in MW)	2016	230		2030	590		45	Solar PV:490Wind:4Hydro:1Waste:94	3753771	2020	POINT (139.638 35.4437)	2021-05-20T02:49:34.733
2020	827047	Fuzhou Municipal People's Government		China	East Asia	public	Do not know												6933529	2017		2021-05-20T02:49:34.733
2020	60400	Municipalidad de Temuco		Chile	Latin America	public	Not intending to undertake												282415	217		2021-05-20T02:49:34.733
2020	826103	Ayuntamiento de Casimiro Castillo	Casimiro Castillo	Mexico	Latin America	public	Do not know												21475	2010	POINT (-104.436 19.6031)	2021-05-20T02:49:34.733
2020	31185	City of Warsaw	Warsaw	Poland	Europe	public	Yes	City-wide			2007	1987610	7	2020		20	11	It is planned that energy mix will contain higher percentage of renewables. Individual PV installations, solar panels and heat pumps will be developed.	1769529	2018	POINT (21.0122 52.2297)	2021-05-20T02:49:34.733
2020	73663	Correa		Argentina	Latin America	public													6171	2016		2021-05-20T02:49:34.733
2020	63999	City of Miami Beach, FL	Miami Beach	United States of America	North America	public	Intending to undertake in the next 2 years												91826	2018	POINT (-80.13 25.7906)	2021-05-20T02:49:34.733
2020	832509	Slough Borough Council		United Kingdom of Great Britain and Northern Ireland	Europe	public	Intending to undertake in the next 2 years												149400	2016		2021-05-20T02:49:34.733
2020	60385	Alcaldía de Villavicencio		Colombia	Latin America	public	Yes	City-wide			2019	0	0	2020	49470	10	0	La EMSA, Empresa Electrificadora del Meta  S.A. es una empresa mixta de nacionalidad colombiana.  Actualmente distribuye y comercializa  principalmente energia  generada a partir de fuentes renovables en mayor proporcion pero para 2020, debera incluir entre el 8% y 10% de la energia que se comercialice de fuentes no convencionales. Según el articulo 296 del Plan Nacional de Desarrollo 2019 - 2022,  la empresa tiene obligación como comercializadora  representante de la demanda, de adquirir energia electrica de fuentes no convencionales  mediante contratos de largo plazo.	545302	2020		2021-05-20T02:49:34.733
2020	60414	Municipalidad Venado Tuerto		Argentina	Latin America	public													81522	2016		2021-05-20T02:49:34.733
2020	58391	Maribyrnong City Council		Australia	Southeast Asia and Oceania	public													91387	2018		2021-05-20T02:49:34.733
2020	13067	City of New Orleans	New Orleans	United States of America	North America	public	In progress												390144	2019	POINT (-90.0715 29.9511)	2021-05-20T02:49:34.733
2020	31157	City of Delhi	Delhi	India	South and West Asia	public	Yes	City-wide	Energy	Total installed capacity of renewable energy (in MW)	2015	7	0.12	2025	2000	20	15	Through rooftop solar, solar on agriculture farmlands and solar and wind energy power procurement.	11034555	2011	POINT (77.1025 28.704)	2021-05-20T02:49:34.733
2020	50650	City of Gibraltar	Gibraltar	Gibraltar	Europe	public	Yes	City-wide	Electricity	All electricity produced (percentage)	2015	100	0	2020	100	20		In January 2008, the European Commission published a 20 20 by 2020 package targeted at reducing the EU’s greenhouse gas emissions by 20% and increasing its proportion of final energy consumption from renewable sources to 20%. In 2015 HMGoG published its own National Renewable Energy Action Plan committing to this target. Since publishing the plan, HMGoG has successfully installed solar photovoltaic power at several sites across Gibraltar, including St Bernard’s Hospital. In addition to future planned projects, this should see Gibraltar’s solar power capacity reach 7MW by the end of 2019. Despite this, large strides will need to be made in 2020 to achieve the 20% target by the end of the year.	34838	2018	POINT (-5.35359 36.1408)	2021-05-20T02:49:34.733
2020	36285	Comune di Firenze	Firenze	Italy	Europe	public	Yes	City-wide			2005	0	0	2050	393684	10		solar, hydro and biofuels	378839	2019	POINT (11.2558 43.7696)	2021-05-20T02:49:34.733
2020	74401	City of Encinitas, CA	Encinitas	United States of America	North America	public	Yes	City-wide	Electricity	All electricity consumed (in MWh)	2012	62997	19.2	2030	404000	100	35	These targets related to the  CAP City Action RE-1:  Establish a Community Choice Energy Program  wit ha goal of delivering 100 percent renewable electricity by 2030.	62038	2016	POINT (-117.293 33.0454)	2021-05-20T02:49:34.733
2020	35862	City of Detroit	Detroit	United States of America	North America	public	Yes	City-wide			2018	3.3		2024	6.6			Action #40 in the Sustainability Action Agenda aims to increase the adoption of Solar PV in the city. We will develop a streamlined solar permitting process in conjunction with DTE. We will publicize existing finance and funding opportunities for integrating solar development into private projects and encourage developers to consider solar PV or other renewable energy technology in new housing and commercial projects. We are also developing a solar potential map that will help property owners and developers quickly evaluate the opportunity to integrate solar PV into existing and new development projects. Finally, we will evaluate opportunities to install solar PV systems on municipal buildings and facilities to lead by example.	673104	2017	POINT (-83.0457 42.3314)	2021-05-20T02:49:34.733
2020	847236	Ramona		Argentina	Latin America	public													2118	2016		2021-05-20T02:49:34.733
2020	54513	Municipality of Uppsala	Uppsala	Sweden	Europe	public	Yes	City-wide	Energy	All energy consumed (in MWh)	1990			2030		100	50	"The target is set in the Environment & Climate Programme, both as an overarching Climate Target: Fossil Fuel Free & Renewable 2030, and as a Milestone (#1) Renewable or Climate Neutral Heating in Uppsala Community.The plans to reach our long term energy goals are developed in our Energy programme (see https://www.uppsala.se/contentassets/8c70693a41a74dd1a7ca4662f63fcd82/energy-programme-2050).The utility Company Vattenfall is making a major investment 2017-2020 to dismantle the old peat heat and power plant 2019 and replacing that with a biofuel heat (and potential combined Power) plant, operational in 2021. The major remaining not renewable energy heating source is fossil plastics in the waste incineration plant. See the Mitigation Action ""the Quest for Plastics"" on the work to phase out fossil plastics locally."	230767	2019	POINT (17.635 59.8536)	2021-05-20T02:49:34.733
2020	834255	Municipality of Guaymallén		Argentina	Latin America	public													324272	2018		2021-05-20T02:49:34.733
2020	73712	Camilo Aldao		Argentina	Latin America	public													5209	2010		2021-05-20T02:49:34.733
2020	74594	City of Boynton Beach	Boynton Beach	United States of America	North America	public	In progress												77696	2019	POINT (-80.216 26.4986)	2021-05-20T02:49:34.733
2020	69840	Município de Itacoatiara		Brazil	Latin America	public	In progress												86839	2010		2021-05-20T02:49:34.733
2020	36158	Comune di Napoli	Napoli	Italy	Europe	public	In progress												983755	2014	POINT (14.2514 40.842)	2021-05-20T02:49:34.733
2020	845131	Prefeitura de Dois Irmãos		Brazil	Latin America	public	In progress												30472	2016		2021-05-20T02:49:34.733
2020	848130	San Pedro Yepocapa		Guatemala	Latin America	public	Not intending to undertake												41045	2020		2021-05-20T02:49:34.733
2020	834313	Municipality of Tópaga		Colombia	Latin America	public	Intending to undertake in the next 2 years												3956	2018		2021-05-20T02:49:34.733
2020	58597	Municipalidad de La Unión	La Unión	Costa Rica	Latin America	public	Not intending to undertake												112508	2020	POINT (-83.9833 9.91667)	2021-05-20T02:49:34.733
2020	60633	La mairie de Bujumbura	Bujumbura	Burundi	Africa	public	In progress												1155678	2020	POINT (29.3599 -3.36137)	2021-05-20T02:49:34.733
2020	36469	Comune dell'Aquila	L'Aquila	Italy	Europe	public	Intending to undertake in the next 2 years												69710	2019	POINT (13.3995 42.3505)	2021-05-20T02:49:34.733
2020	53921	City of Tempe, AZ	Tempe	United States of America	North America	public	Yes	Local government operations	Energy	All energy consumed (percentage)	2018	100	10	2035	40	100	10	Solar projects installed at city facilities and the city will partner with local utilities on utility scale solar projects.	192364	2018	POINT (-111.94 33.4255)	2021-05-20T02:49:34.733
2020	833284	West Midlands Combined Authority		United Kingdom of Great Britain and Northern Ireland	Europe	public	Intending to undertake in the next 2 years												2928592	2019		2021-05-20T02:49:34.733
2020	35894	Ville de Montreal	Montréal	Canada	North America	public	Not intending to undertake												2029379	2018	POINT (-73.554 45.5087)	2021-05-20T02:49:34.733
2020	31110	Roma Capitale	Roma	Italy	Europe	public	In progress												2848084	2019	POINT (12.2858 41.53)	2021-05-20T02:49:34.733
2020	3429	City of Stockholm	Stockholm	Sweden	Europe	public	Yes	City-wide			1990		50	2040		100	66	"Stockholm has a Roadmap for becoming fossil free in 2040. The roadmap for making Stockholm fossil free by 2040 is linked to several of the City’s policy documents: the Stockholm Environmental Programme 2020–2023, the Stockholm Action Plan for Climate 2020–2023. The city organisation is to become fossil-fuel free in 2030.The calculations in the roadmap take full account of all energy use and all emissions of greenhouse gases within the geographical boundary of Stockholm Municipality for:-	heating and cooling premises-	all types of road transport (railways and shipping, flights to/from Bromma Airport up to 915 metres(3,000 feet -	other gas and electricity used by homes and businesses, for example for the production of goods and services.The fossil fuels currently used in Stockholm are:-	coal in the Värtan combined heat and power plant for the production of district heating and electricity (closed in 2020) -	oil for heating boilers in buildings, in combined heat and power plants, for industry and for shipping-	natural gas for cooking stoves and vehicles (today the gas mix consist of 70 % biogas)-	petroleum and diesel for road vehicles, construction machinery and shipping (today about 30% renewable)-	aviation fuel-	fossil-fuel based plastic that constitutes one of the fractions in the waste supplied to heating plants for the production of district heating.You can read more here. These are Swedish version of the Environmenal Program and the Climate Action Program. English versions are being produced and will be published later during 2020.https://start.stockholm/globalassets/start/om-stockholms-stad/politik-och-demokrati/styrande-dokument/miljoprogram-2020-2023.pdfhttps://start.stockholm/globalassets/start/om-stockholms-stad/politik-och-demokrati/styrande-dokument/klimathandlingsplan-2020-2023.pdf"	981105	2020	POINT (18.0686 59.3293)	2021-05-20T02:49:34.733
2020	54082	City of Hollywood, FL	Hollywood	United States of America	North America	public	Yes	City-wide	Energy	Total installed capacity of renewable energy (in MW)	2014	151.2	0.6	2025		20		We do not have a detailed plan yet of how we are going to meet our target. However, we are actively exploring options.	154817	2020	POINT (-80.1495 26.0112)	2021-05-20T02:49:34.733
2020	841098	Municipalidad Distrital de Chimbote		Peru	Latin America	public	Intending to undertake in the next 2 years												338	217		2021-05-20T02:49:34.733
2020	54696	XIV Ayuntamiento de La Paz	La Paz	Mexico	Latin America	public	Intending to undertake in the next 2 years												215178	2010		2021-05-20T02:49:34.733
2020	848977	Busbanza		Colombia	Latin America	public	Intending to undertake in the next 2 years												1156	2019		2021-05-20T02:49:34.733
2020	50545	City of Henderson	Henderson	United States of America	North America	public	Intending to undertake in the next 2 years												310374	2018		2021-05-20T02:49:34.733
2020	49333	City of Louisville, KY	Louisville	United States of America	North America	public	Yes	Local government operations	Electricity	All electricity consumed (percentage)	2020			2030	100	100		To achieve its 100% renewable electricity target, Louisville Metro Council has added the following priorities to its agenda:(1) energy efficiency and conservation projects, programs,  and outreach; (2) adding renewable energy infrastructure to reduce Louisville Metro’s energy needs and carbon footprint and meet its established Climate Action Plan goals; and (3) increasing renewable energy resources and programs that benefit low-income residents and create more equity in energy use, rates and jobs in the community.	765352	2016	POINT (-85.6784 38.196)	2021-05-20T02:49:34.733
2020	50356	Ayuntamiento de Morelia	Morelia	Mexico	Latin America	public	Do not know												784776	2015	POINT (-117.069 32.5026)	2021-05-20T02:49:34.733
2020	54700	Prefeitura Municipal de Sumaré	Sumaré	Brazil	Latin America	public	Do not know												278571	2019	POINT (-47.2669 -22.8219)	2021-05-20T02:49:34.733
2020	840178	Michuhol-gu Municipal Government of Incheon		Republic of Korea	East Asia	public													425436	2019		2021-05-20T02:49:34.733
2020	54274	Rotorua Lakes Council	Rotorua	New Zealand	Southeast Asia and Oceania	public	In progress												71877	2018		2021-05-20T02:49:34.733
2020	54110	City of Santa Monica	Santa Monica	United States of America	North America	public	Yes	City-wide			2015	900000	25	2030	900000	100	90	Community Choice Aggregation	91411	2018	POINT (-118.481 34.0219)	2021-05-20T02:49:34.733
2020	35870	City of Miami	Miami	United States of America	North America	public	In progress												467963	2019	POINT (-80.1918 25.7617)	2021-05-20T02:49:34.733
2020	53959	City of Fayetteville, AR	Fayetteville	United States of America	North America	public	Yes	Local government operations	Electricity	All electricity consumed (percentage)	2010	0	0	2030	12316	100	72	Last year the City installed 10MW PV Solar at wastewater treaments plants which brings government renewable percentage up to 72%.  This year we are working to install an additional 5MW of solar PV to achieve 100% renewable electricity for City government operations.	91400	2019	POINT (-94.1719 36.0821)	2021-05-20T02:49:34.733
2020	59165	Gladsaxe Kommune	Gladsaxe	Denmark	Europe	public	Yes	City-wide	Energy		2010	50	7	2035	500	100	60	Implementation of district heating	69262	2019	POINT (12.4887 55.7335)	2021-05-20T02:49:34.733
2020	839665	Ayuntamiento de Celaya		Mexico	Latin America	public	Yes	City-wide		Other, please specify: Instalación de Luminarias Urbanas Altamente Eficientes	2018	0	0	2021	3	15	0	Actualmente muchas empresas y comercios tienen Paneles Solares con los cuales producen su propia energía, pero no se tiene un registro de la cantidad de estos y la cantidad de energía instalada.El Gobierno municipal no cuenta con energía renovable, pero se esta gestionando y aprobando el Proyecto de Reemplazo de 31.481 Lamparas de vapor de sodio (180W) por tecnología LED (100W), ya que actualmente se cuentan con alrededor de 203.000 lamparas en el municipio y se consumen 8.531 MWh de energía mensual en alumbrado publico.	494304	2015	POINT (-100.812 20.5222)	2021-05-20T02:49:34.733
2020	60419	Municipalidad de Rio Grande	Rio Grande	Argentina	Latin America	public	Intending to undertake in the next 2 years												88741	2019	POINT (-67.7002 -53.786)	2021-05-20T02:49:34.733
2020	54075	City of Lakewood	Lakewood	United States of America	North America	public	Yes	City-wide	Energy	Energy produced (percentage)	2010		12	2025		45	55	Lakewood Sustainability Plan, Strategy BE1-A, pg. 37Lakewood has achieved 30% of its city-wide electricity from renewable sources due to the grid mix, but does not know the total renewable energy percentage that would include energy from transportation and heating fuel.	156500	2019	POINT (-105.081 39.7047)	2021-05-20T02:49:34.733
2020	8242	City of Helsinki	Helsinki	Finland	Europe	public	Yes	City-wide	Energy	Energy produced (percentage)	2018	11	11	2025	25	25	44	These goals are renewable energy targets of city-owned energy company Helen Ltd . Helen aims to produce 25% of renewable energy (heating+cooling+electricity) as the share was 11 % in 2018. This is reached by closing down the Hanasaari coal power plant by 2025 and replacing coal with renewable fuels and energy. Helen is also closing Salmisaari coal power plant by 2029 and replaces the production mainly by renewable energy. Helen becomes totally carbon neutral by 2035. In city's carbon neutral action plan there are also targets for building's renewable energy which are separate targets from Helen's targets.	655395	2020	POINT (24.941 60.1733)	2021-05-20T02:49:34.733
2020	60433	City of Hvidovre	Hvidovre	Denmark	Europe	public	Yes	City-wide	Energy	All energy consumed (percentage)				2050		100		No further measures are needed.	53282	2018	POINT (12.4754 55.6425)	2021-05-20T02:49:34.733
2020	54290	Qingdao Municipal Government	Qingdao	China	East Asia	public	Yes	City-wide	Energy		2015	81.63	3.5	2020	248	10.5	0.834677419354839		9499800	2019	POINT (120.356 36.1105)	2021-05-20T02:49:34.733
2020	14874	City of Portland, OR	Portland, OR	United States of America	North America	public	Yes	City-wide	Electricity	All electricity consumed (percentage)	2015	15	0	2020	30	0	100	Target met, goal doubled in first 4 years. Installed Solar and Solar Access — Add another 15 megawatts of installed solar photovoltaic capacity. Motivate and assist households and businesses throughout the community to install solar. Revisit City solar access policy and regulations, recognizing changing conditions due to the proliferation of residential rooftop solar energy systems.	811880	2018	POINT (-122.682 45.52)	2021-05-20T02:49:34.733
2020	54317	Dehradun Municipal Corporation	Dehradun	India	South and West Asia	public													803983	2018		2021-05-20T02:49:34.733
2020	36254	Comune di Venezia	Venezia	Italy	Europe	public	Yes	City-wide	Electricity	Total installed capacity of renewable electricity (in MW)	2005	0	0	2030	60475	6	3	promote the diffusion of photovoltaic systems for residential, tertiary and industrial sectors	259150	2019	POINT (12.3211 45.4333)	2021-05-20T02:49:34.733
2020	840036	La Paz		Argentina	Latin America	public													25808	2010		2021-05-20T02:49:34.733
2020	54349	Balikpapan City Government		Indonesia	Southeast Asia and Oceania	public	Intending to undertake in the next 2 years												655178	2019	POINT (116.831 -1.26539)	2021-05-20T02:49:34.733
2020	49327	City of Providence	Providence	United States of America	North America	public	Yes	Local government operations	Electricity	All electricity consumed (percentage)				2040		100		TRANSPORTATION: 100% of the City’s fleet and school buses will be renewable by 2040.	179883	2019	POINT (-71.4128 41.824)	2021-05-20T02:49:34.733
2020	31112	Kaohsiung City Government	Kaohsiung	Taiwan, Greater China	East Asia	public	Yes	City-wide	Energy	Other, please specify:  PV Systems (in MWh)	2015		0	2022	850		58.8	2019-2022  500MW Solar PV installation	2773198	2019	POINT (120.344 22.6297)	2021-05-20T02:49:34.733
2020	50384	Prefeitura de Florianópolis	Florianópolis	Brazil	Latin America	public	In progress												495000	2010	POINT (-48.5482 -27.595)	2021-05-20T02:49:34.733
2020	50549	City of Fort Worth	Fort Worth	United States of America	North America	public	In progress												909585	2019	POINT (-97.3308 32.7555)	2021-05-20T02:49:34.733
2020	58485	Abington Township		United States of America	North America	public	Yes	Local government operations			2019	7573	100	2019	100	100	100	In December 2018, Abington Township signed a three year contract with Constellation Energy to procure 100% Renewable Electricity through January 2021 for all Township operations which is comprised of  the 56 General Service Accounts and the Township's Wastewater Treatment Plant and all of its pumping stations.	55310	2010	POINT (-75.1195 40.1241)	2021-05-20T02:49:34.733
2020	60105	Kirklees Council	Huddersfield	United Kingdom of Great Britain and Northern Ireland	Europe	public	Not intending to undertake												437400	2017		2021-05-20T02:49:34.733
2020	73800	Gobernador Maciá		Argentina	Latin America	public													6406	2018		2021-05-20T02:49:34.733
2020	35873	Municipality of Medellín	Medellín	Colombia	Latin America	public	In progress												2533424	2020	POINT (-75.5735 6.22729)	2021-05-20T02:49:34.733
2020	50365	Municipalidad  de Valparaíso		Chile	Latin America	public	Not intending to undertake												296655	2017		2021-05-20T02:49:34.733
2020	50377	Municipio de Querétaro		Mexico	Latin America	public	Intending to undertake in the next 2 years												878931	2015		2021-05-20T02:49:34.733
2020	50560	City of Oakland	Oakland	United States of America	North America	public	Yes	City-wide	Electricity	All electricity produced (percentage)	2005		45	2020			100	"East Bay Community Energy procures the electricity used by Oakland accounts (both community and local government). All Oakland accounts were automatically opted into EBCE's ""Brilliant 100"" power mix, which includes 100% carbon-free electricity, with 45% from eligible renewable power. https://ebce.org/our-power-mix/"	425195	2017	POINT (-122.271 37.8044)	2021-05-20T02:49:34.733
2020	62791	City of Botosani	Botosani	Romania	Europe	public													106847	2011	POINT (26.6658 47.7407)	2021-05-20T02:49:34.733
2020	54113	City of Flagstaff	Flagstaff	United States of America	North America	public	Yes	City-wide		Other, please specify: Proportion of community electricity use from renewables to be 35% by 2030	2017		12	2030		35	34.29	Local solar installations, cogeneration unit, solar thermal installations, wind energy, hydroelectric from Hoover Dam.	75038	2019	POINT (-111.631 35.1992)	2021-05-20T02:49:34.733
2020	74418	Town of Breckenridge, CO	Breckenridge	United States of America	North America	public	Yes	Local government operations	Electricity	All electricity consumed (percentage)	2017		0	2025		100	63	On-site solar, renewable energy program subscriptions through utility, utility grid improvements, and solar garden investments.	5020	2018	POINT (106.038 39.4817)	2021-05-20T02:49:34.733
2020	840917	Prefeitura de Pau Brasil		Brazil	Latin America	public	Yes												10852	2010		2021-05-20T02:49:34.733
2020	60410	Municipalidad de Peñalolén	Peñalolén	Chile	Latin America	public	Yes	City-wide	Energy	Total installed capacity of renewable energy (in MW)	2016	0	0	2030	1037	100	20	El principal insumo de ERNC en la comuna es la energía solar, por l cual se trabaja en alianza para generar la instalación de paneles fotovoltaicos y termosolares en las comunidades. Paralelo a esto, existen otras iniciativas que generarán insumos para la comuna, como lo es una mini central de paso eléctrico e instalación de bombas de calor.	241599	2017	POINT (-70.5302 -33.454)	2021-05-20T02:49:34.733
2020	50572	City of Saint Paul, MN	Saint Paul	United States of America	North America	public	Yes	City-wide	Electricity	Total installed capacity of renewable electricity (in MW)	2019	7.1	0.7	2030	200	10	0		315000	2020	POINT (-93.09 44.9537)	2021-05-20T02:49:34.733
2020	826238	Alcaldia de Mosquera	Mosquera	Colombia	Latin America	public	In progress												86954	2017	POINT (-74.2302 4.70592)	2021-05-20T02:49:34.733
2020	73637	Steve Tshwete		South Africa	Africa	public	Do not know												278749	2016		2021-05-20T02:49:34.733
2020	74423	City of Key West, FL	Key West	United States of America	North America	public	Intending to undertake in the next 2 years												24565	2018	POINT (24.5551 81.78)	2021-05-20T02:49:34.733
2020	35898	Greater Manchester	Manchester	United Kingdom of Great Britain and Northern Ireland	Europe	public	Yes	City-wide	Energy	Total installed capacity of renewable energy (in MW)				2024				Increase local renewable energy generation adding at least a further 45MW by 2024.Decarbonising how we heat our buildings adding at least a further 10TWH of low carbon heating by 2024Increasing the diversity and flexibility of our supply, adding at least a further 45MW of diversity and flexible load by 2024.See section 3.3.3 for details of energy targets and actions set out in Five Year Environment Plan https://www.greatermanchester-ca.gov.uk/media/1986/5-year-plan-branded_3.pdf	2835686	2019	POINT (-2.15783 53.4576)	2021-05-20T02:49:34.733
2020	58483	City of Surrey		Canada	North America	public	Yes	City-wide		Other, please specify: Carbon Intensity in City’s District Energy System	2014	0.22		2024	0.07			Utilizing renewable energy sources, such as geothermal, solar, or biofuel is an important step towards reducing greenhouse gas (GHG) emissions in our community. It also increases the resilience of our energy supply system, and can create more affordable and stable energy prices over the long term. By using small scale, centralized facilities, district energy systems help to facilitate the transition to clean, renewable energy sources over time. The City aims to reduce the carbon intensity of our district energy system by switching to renewable sources. The city is also exploring how the Renewable Natural Gas produced by the biofuel facility from the City can be used for the city fleet.	557310	2017		2021-05-20T02:49:34.733
2020	60278	Prefeitura de Fernandópolis	Fernandópolis	Brazil	Latin America	public	In progress												68823	2018	POINT (-50.2475 -20.2858)	2021-05-20T02:49:34.733
2020	73413	Commune de Cocody	Cocody	Côte d'Ivoire	Africa	public	Yes	Local government operations	Energy	Total installed capacity of renewable energy (in MW)	2016	2304	30	2020	3072	50	70	Mise en place de 30 000 lampadaires solaires dont 5000  à Cocody,  ainsi que  2000  feux  de signalisation solaire aux 500 carrefours les plus   importants de la commune;Fourniture de  3 millions de  kits solaires  à l’ensemble dont 200 000 aux femmes de Cocody;Installation de 300 centrales solaires  photovoltaïques dont 30 au profit des populations de Cocody et de Bingerville; Alimentation  en énergie solaire, de tous les bâtiments publics et privés de la commune y compris l’Université écologique Félix Houphouët Boigny (UFHB),  l’Observatoire-climat de  la société civile, le CHU, les lycées, les centres  municipaux de soins gratuits pour les démunis de Cocody (Service du Dr.Yobouet et celui  du Dr. Issiaka  pour les fractures et l’arthrose);Production et don aux femmes, de 1000 000 réchauds solaires et réchauds au bioéthanol, dont 300 000 aux femmes  de Cocody,  pour les aider dans la cuisson sans carbone de leurs aliments;Production  de 1000 000 séchoirs solaires photovoltaïques dont 300 000 aux femmes de Cocody,  pour les aider dans le séchage  rapide de leurs produits alimentaires et ainsi qu’à réduire de 70% le temps de séchage, à éliminer les moisissures et d’éviter d’ajouter davantage d’EGES dans l’atmosphère;Production, promotion de 1 million de fours écologiques à usage ménager et fonctionnant au solaire ou au bioéthanol, en faveur des femmes du District d’Abidjan et de la région du projet dont 300 000 aux femmes  de Cocody;Production et distribution de  1000 000 chauffe-eaux solaires dont 300 000 aux populations de Cocody,  dans le secteur du bâtiment,  pour améliorer la performance thermique de l’enveloppe structurelle des bâtiments;Installation de 100 éoliennes de dernière génération pour Cocody, la région du projet et les régions rattachées au projet, dont 20 éoliennes pour les 4 villages Ebrié côtiers de Cocody (Blockhauss, Cocody, M’Badon et M’Pouto),  l’observatoire climat, l’Eco-campus Université FHB, les  villages côtiers de Bingerville. Les 85 autres étant pour le District et les  zones rattachées au projet; Construction d’une unité de production de bioéthanol à partir de la mélasse de canne des 4 complexes sucriers du pays, pour substitution à l’électricité actuelle, au gaz butane et au bois de chauffe. Lesquels produiront chacun, 12000 tonnes de bioéthanol par an et 800 tonnes de carbone biologique.	800000	2018	POINT (-3.9674 5.3602)	2021-05-20T02:49:34.733
2020	31168	City District Government Karachi	Karachi	Pakistan	South and West Asia	public	Intending to undertake in the next 2 years												25000000	2014	POINT (67.1281 24.9108)	2021-05-20T02:49:34.733
2020	839668	Municipio de Iztapa		Guatemala	Latin America	public	Intending to undertake in the next 2 years												11917	2019		2021-05-20T02:49:34.733
2020	35885	Tel Aviv-Yafo Municipality	Tel Aviv-Yafo	Israel	Middle East	public	Yes	Local government operations	Electricity	Total installed capacity of renewable electricity (in MW)	2019	100	3	2030				The target is for city's public building to be Zero Energy Building  by 2030.This will be achieved by several actions:1. Solar panels: there will be an examination process for all existing buildings (possibility examination) installation. Out of about 500 existing public buildings, solar panels will be deployed on about half of them (probably by 2025). The potential is 20 Mw. In addition, any new public buildings (except for exceptional cases will also include solar panels).2. Energy efficiency: Including the installation of a smart energy management system - designed to save all public buildings and the municipal companies (will save about 15% of power consumption from the moment of installation ) will be gradually deployed in the coming years .	443940	2017	POINT (34.7823 32.0816)	2021-05-20T02:49:34.733
2020	54026	City of Tacoma	Tacoma	United States of America	North America	public	Yes	City-wide			2006	150000	15	2020	725000	15	100	Through continued successful conservation programs and purchase of RECs, Tacoma Power anticipates meeting goals through 2024.	216279	2018	POINT (-122.444 47.2529)	2021-05-20T02:49:34.733
2020	54113	City of Flagstaff	Flagstaff	United States of America	North America	public	Yes	City-wide		Other, please specify: Proportion of community electricity use from renewables to be 18% by 2025	2017		12	2025		18	66.6	Local solar installations, cogeneration unit, solar thermal installations, wind energy, hydroelectric from Hoover Dam.	75038	2019	POINT (-111.631 35.1992)	2021-05-20T02:49:34.733
2020	50560	City of Oakland	Oakland	United States of America	North America	public	Yes	City-wide	Energy	All energy consumed (percentage)	2005		100	2040		100		"The 2030 ECAP includes two action items: ""Eliminate Natural Gas in New Buildings,"" and ""Plan for All Existing Buildings to be Efficient and All-Electric by 2040"". These targets will be achieved with the help of our local Community Choice Aggregator, East Bay Community Energy."	425195	2017	POINT (-122.271 37.8044)	2021-05-20T02:49:34.733
