Year Reported to CDP	Account Number	Organization	City	Country	CDP Region	Access	Climate hazard	Adaptation action	Action title	Status of action	Means of implementation	Co-benefit area	Sectors/areas adaptation action applies to	Action description and implementation progress	Finance status	Majority funding source	Currency used for reported financial information	Total cost of project	Total cost provided by the local government	Total cost provided by majority funding source	Web link	Population	Population Year	City Location	Last update
2020	59657	City of Beaverton, OR		United States of America	North America	public	Extreme Precipitation > Rain storm	Flood mapping		Implementation	Assessment and evaluation activities; Monitor activities; Verification activities	Disaster Risk Reduction; Enhanced resilience; Improved access to and quality of mobility services and infrastructure	Building and Infrastructure; Energy; Public Health and Safety; Spatial Planning; Waste; Water		Feasibility finalized, and finance partially secured	Local	USD US Dollar					99037	2020		2021-05-20T02:38:05.560
2020	10495	City of Las Vegas	Las Vegas	United States of America	North America	public	Flood and sea level rise > Flash / surface flood	Flood mapping	Flood maps	Implementation	Assessment and evaluation activities; Awareness raising program or campaign; Education; Financial mechanism; Infrastructure development; Monitor activities; Policy and regulation	Disaster preparedness; Disaster Risk Reduction; Ecosystem preservation and biodiversity improvement; Enhanced climate change adaptation; Enhanced resilience	Spatial Planning; Water	Local governments and the Regional Flood Control District are required to map flood zones as a part of FEMA flood insurance requirements, state, and local law.	Finance secured	Local	USD US Dollar				http://www.ccrfcd.org/floodzoneapp.htm	675971	2019	POINT (-115.14 36.1699)	2021-05-20T02:38:05.560
2020	36286	Comune di Ferrara	Ferrara	Italy	Europe	public		Resilience and resistance measures for buildings	Resilient Pole	Pre-feasibility study/impact assessment		Disaster Risk Reduction; Enhanced climate change adaptation; Enhanced resilience; Greening the economy; Improved public health; Improved resource quality (e.g. air, water); Improved resource security (e.g. food, water, energy); Promote circular economy; Reduced GHG emissions; Security of tenure		The Municipality of Ferrara intends to promote and support the Chemical Pole in a strategy of resilience, in which resilience to change climate is an important and urgent part.The specific action consists in the development and implementation of an Adaptation Plan for the area of the Ferrara Chemical Pole, both from the point of view of adaptation and of mitigation, through actions distributed over a period of 10 years with forecasts of the related economic investments.Among the possible interventions: flood barriers (wide area assessment: the chemical pole is inserted in a very large hydraulic cell), forestation areas, supplying the Polo with steam, increaseing transport by rail and by pipeline, reducing consumption for lighting, cost evaluation of electricity.The Municipality of Ferrara expressed its interest as a stakeholder in the LIFE MANTRA European project, focused on the effects of extreme natural events, which has the Chemical Pole of Ferrara among the case studies.	Pre-feasibility/impact assessment study status	Public-private partnership	EUR Euro					132009	2018	POINT (11.619 44.8357)	2021-05-20T02:38:05.560
2020	839980	Municipalidad de Avellaneda		Argentina	Latin America	public	Extreme hot temperature > Extreme hot days	Tree planting and/or creation of green space	Forestación	Implementation	Awareness raising program or campaign; Development and implementation of action plan; Policy and regulation	Ecosystem preservation and biodiversity improvement; Improved resource efficiency (e.g. food, water, energy); Reduced GHG emissions	Agriculture and Forestry	Ejecutar un plan estratégico de forestación, tanto en lo que refiere al mantenimiento del arbolado público existente en la zona urbana de Avellaneda como en los sectores que acorde al Código de Ordenamiento Urbano Ambiental se prevé urbanizar en los próximos años. Asimismo incluir en este plan la forestación de los futuros espacios verdes que actuarán como pulmones de la ciudad y deben contar con una masa forestal de importancia.Objetivo:  realizar un mantenimiento adecuado del arbolado público urbano actual y ejecutar forestaciones en zonas futuras a urbanizar.			ARS Argentine Peso					26492	2010		2021-05-20T02:38:05.560
2020	32480	City of Adelaide	Adelaide	Australia	Southeast Asia and Oceania	public	Extreme hot temperature > Heat wave	Tree planting and/or creation of green space	City of Adelaide - Green Infrastructure Guidelines	Operation	Assessment and evaluation activities; Monitor activities	Ecosystem preservation and biodiversity improvement; Enhanced climate change adaptation; Improved resource efficiency (e.g. food, water, energy); Resource conservation (e.g. soil, water)	Building and Infrastructure; Public Health and Safety; Spatial Planning	"As part of the Adelaide Design Manual, Council endorsed the Green Infrastructure Guidelines (2014) that aim to support the City of Adelaide as a greener, more environmentally resilient capital. Green infrastructure involves greening elements that support a city such as street trees, green walls and roofs, community gardens and Water Sensitive Urban Design. Green spaces in cities provide cooling through shading and enhanced evapotranspiration, reducing the heat island effect in cities. Urban green areas can also have positive effects for human health; flood prevention and climate change adaptation. The Green Infrastructure Guidelines highlight public spaces and greening approaches which include Living Architecture and Water Sensitive Urban Design working together to create a more sustainable city. The guidelines also highlight a best practice approach to greening the City of Adelaide which include: •	Prioritising greening in the city through trees, street plantings, green roofs and walls, within Council's existing projects and asset renewal programs •	Identifying opportunities to add greening to Council owned buildings as a series of demonstration projects, including funding and staging requirements •	Foster and incentivising developers, business and community uptake of greening initiatives •	Pilot the greening of a representative residential pocket of the city, with a view to learning lessons that can be applied more broadly across the city. Targets for increasing canopy cover in the CBD and North Adelaide to 25% and 40% respectively by 2040 (based on current levels of 14.3% and 28.2%).  Our Strategic Commitment by 2020 was to increase street trees in built-up areas to 1,000, however in mid-2018 this was surpassed, and Council agreed to increase the target to 1,500. By July 2018 (last CPD report) we had reached 76% of this goal, at November 2019 we were at 86% of our goal. Green space and greenery in the public realm have increased by 50,000 square metres, which is half of our strategic goal of 100,000 square metres. New targets will be set in the coming months to review these targets and be in line with a new strategic plan."	Feasibility finalized, and finance partially secured	Local	AUD Australian Dollar	900000	900000	900000	http://www.adelaidedesignmanual.com.au/design-toolkit/greening	24807	2018	POINT (138.601 -34.9285)	2021-05-20T02:38:05.560
2020	55334	Município de Braga	Braga	Portugal	Europe	public	Chemical change > Atmospheric CO2 concentrations	Public preparedness (including practice exercises/drills)	Cuidar Braga	Operation	Awareness raising program or campaign; Capacity building and training activities; Monitor activities; Stakeholder engagement	Improved public health; Reduced GHG emissions	Agriculture and Forestry; Waste	CUIDAR BRAGA é um projecto desenvolvido pelo Município de Braga, em parceria com as Juntas de Freguesia e a Santa Casa da Misericórdia de Lisboa, que visa combater os incêndios florestais e proteger a natureza, as pessoas e os bens. Este projecto tem como objectivos: Sensibilizar os cidadãos para a adopção de boas práticas e para a necessidade de limpeza dos terrenos e Prestar um serviço de apoio aos cidadãos na limpeza dos terrenos, reduzindo o uso do fogo na eliminação de sobrantes agrícolas. O uso do fogo para queima de sobrantes agrícolas e florestais é a principal origem dos incêndios rurais.A Autarquia adquiriu equipamentos para dar soluções seguras à população em alternativa à utilização de fogo. Estes equipamentos destroem tudo o que é combustível nos terrenos (vegetação seca, ramos, etc.) e transforma potenciais fragilidades em resíduos que são absorvidos pela terra, transforma um problema em solução de limpeza e, ao mesmo tempo, em adubo natural das terras.	Finance secured	Local	EUR Euro	200000	200000		https://www.youtube.com/watchv=GHgbkbgg2xg	189331	2020	POINT (-8.43821 41.5337)	2021-05-20T02:38:05.560
2020	50566	City of Anchorage	Anchorage	United States of America	North America	public	Wild fire > Forest fire	Community engagement/education		Implementation				The Office of Emergency Management does public outreach on wildfire mitigation through social media, presentations, etc. As wildfire chances increase, they reach out to the incident response team (IRT) and other Emergency Operation Center members to alert them and remind them that they are on call.  They also meet twice a year to run through a practice scenario, the spring version is usually wildland fire.  The Anchorage Fire Department has just secured FEMA funding for 2-3 years of support for conducting fire-wise home assessments. They are also seeking funding to map the wildland-urban interface area and adopt appropriate guidelines to ensure safety of residents and property.			USD US Dollar					295365	2018	POINT (-149.9 61.2181)	2021-05-20T02:38:05.560
2020	35893	City of Dar es Salaam	Dar es Salaam	United Republic of Tanzania	Africa	public	Flood and sea level rise > River flood	Sea level rise modelling	UN Environment and UNOPS construction of 2,400 meters of coastal defense structures in combination with widespread mangrove and coral rehabilitation.	Operation	Infrastructure development	Disaster Risk Reduction; Ecosystem preservation and biodiversity improvement; Enhanced resilience; Job creation; Resource conservation (e.g. soil, water)	Water	A total of 1180 meters of sea wall were constructed in the city’s effort to adapt to climate change, and it has enabled the beach to recover within its erected area. As a result, no more coastal erosion is happening. Dar es Salaam residents now use the area for recreation, and small businesses in the area are now in-place, providing new sources of income for youth and women. The wall has added to the beautification of the area, and new trees will add to the green environment of the city. From the mitigation side, the presence of a beautiful beach that is easily accessible from the city centre now allows city residents to spend their time in a naturally breezy area, thus reducing their use of air conditioning at home.	Finance secured	International (ODA)	TZS Tanzanian Shilling	13364400000	0	13364400000	https://www.unenvironment.org/ru/node/21852	6041000	2019	POINT (39.2083 -6.79235)	2021-05-20T02:38:05.560
2020	54029	City of Spokane	Spokane	United States of America	North America	public											USD US Dollar					215144	2016		2021-05-20T02:38:05.560
2020	63762	Metropolitan Washington Council of Governments (COG)		United States of America	North America	public	Extreme hot temperature > Extreme hot days	Projects and policies targeted at those most vulnerable	Equity	Pre-implementation	Awareness raising program or campaign; Capacity building and training activities; Education; Stakeholder engagement	Disaster preparedness; Enhanced climate change adaptation; Enhanced resilience; Social inclusion, social justice	Public Health and Safety; Social Services	(This action supports all climate risks identified for metropolitan Washington)Support Engagement of the Public on Climate Risks, with a Particular Emphasis on Potentially Vulnerable PopulationsSupport Equitable, Secure Energy Access		Local	USD US Dollar					5570234	2018		2021-05-20T02:38:05.560
2020	58569	City of Podgorica	Podgorica	Montenegro	Europe	public	Flood and sea level rise > Flash / surface flood	Hazard resistant infrastructure design and construction	Regulation of torrential flows - Rujela River	Pre-implementation	Infrastructure development	Enhanced climate change adaptation; Enhanced resilience; Resource conservation (e.g. soil, water)	Water	"Urban planning have seek to minimize the damage due to floods. New spatial plans defined that rise buildings above the surface of the land; not to build basements in floodplains; surface water and drainage systems regulated by planning documents; etc. Benefits: minimizing floods in buildings, better living conditions for the population in the settlements; minimizing damage to the environment and cleaning costs (hazardous material from flooded houses).In the Adaptation Strategy, has been identified problem drainage of storm water. Elements of the urban water system in the function of storm water drainage, for example, a channel system, infiltration wells. City’s Competent organization ""Water and Sewerage Utility Company"" permanent improving current drainage system and  are constructing new on the some part of territory of town. There are two possible ways to improve the storm water drainage: Surface or underground channel system, ditches, ponds and the like, and Reduce surface sealing e.g. by building water-permeable pavements, infiltration trenches, basins, wells, galleries. Relevant location(s) in Podgorica: the entire city of Podgorica. Additional benefits: effects in reducing maintenance costs, environmental protection effects. Measure complexity: long-term measure, and partial implementation. Negative external effects: temporary impact on traffic."	Seeking funding	Local	EUR Euro	0	0	0	www.podgorica.mehttp://skupstina.podgorica.me	185937	2011	POINT (19.2594 42.4304)	2021-05-20T02:38:05.560
2020	832274	Município de Odemira		Portugal	Europe	public			"Opção de Adaptação 3:	Diminuir perdas no transporte e abastecimento de água / To reduce losses in the water transport and supply"	Scoping		Improved access to and quality of mobility services and infrastructure; Improved resource efficiency (e.g. food, water, energy); Improved resource quality (e.g. air, water); Improved resource security (e.g. food, water, energy); Resource conservation (e.g. soil, water)					EUR Euro					26066	2011		2021-05-20T02:38:05.560
2020	31182	City of San Francisco	San Francisco	United States of America	North America	public	Water Scarcity > Drought	Promoting and incentivizing water efficiency	Develop a strategy to conserve and monitor water use by capital projects	Implementation	Assessment and evaluation activities; Infrastructure development; Monitor activities	Enhanced climate change adaptation; Enhanced resilience; Improved resource efficiency (e.g. food, water, energy)	Building and Infrastructure; Water	The Public Works Water Conservation Strategy aims to promote water conservation among Public Works’ capital projects and ongoing operations and maintenance. This strategy includes monitoring and auditing of existing water usage in landscape maintenance, street cleaning operations, and building operations. Water conservation techniques are incorporated into landscape, building, and infrastructure design; promoting climate appropriate and native plant selection that promotes biodiversity; high-efficient irrigation infrastructure; low-water fixtures in building design; and expanding existing infrastructure for grey water or recycled water systems.		Other, please specify: Funding sources and amounts not specified	USD US Dollar				page 254https://onesanfrancisco.org/sites/default/files/inline-files/HCR_FullReport_200326_0.pdf	883305	2018	POINT (-122.419 37.7749)	2021-05-20T02:38:05.560
2020	43932	Auckland Council	Auckland	New Zealand	Southeast Asia and Oceania	public	Storm and wind > Storm surge	Other, please specify: Storm water capture system	Action B1. Ensure our approach to planning and growth aligns with low carbon, resilient outcomes	Implementation	Assessment and evaluation activities	Enhanced resilience	Building and Infrastructure	Review provisions in the Auckland Unitary Plan (AUP) from a climate and natural hazards perspective and use this to inform the statutory review of the AUP and future plan changes. Delivery of Healthy Waters strategy and asset management planning to support growth, healthy waterways and safe communities. There is substantial investment in this work as business as usual but in light of climate change additional investment is required and being sought through our next 10 year budget.	Feasibility finalized, and finance partially secured	(Sub)national	NZD New Zealand Dollar				https://www.aucklandcouncil.govt.nz/environment/looking-after-aucklands-water/stormwater/docsassetmanagementplan/stormwater-asset-management-plan-summary-plan.pdf	1618400	2018	POINT (174.742 -36.8153)	2021-05-20T02:38:05.560
2020	59642	City of Dublin, CA	Dublin, CA	United States of America	North America	public	Flood and sea level rise > Flash / surface flood	Flood mapping	100-year Flood Mapping	Implementation complete but not in operation	Development and implementation of action plan; Infrastructure development	Disaster preparedness	Building and Infrastructure; Public Health and Safety; Spatial Planning; Transport (Mobility)	The city has mapped 100-year flood plains and partners with the local flood control district, Zone 7 Water Agency, to identify flood prone areas.  Dublin's Green Stormwater Infrastructure Plan aims to locate green stormwater infrastructure where it will help mitigate localized flooding.	Finance secured	Local	USD US Dollar				https://gis.dublin.ca.gov/Html5Viewer/viewer=default&layerTheme=8	65716	2019	POINT (-121.93 37.7)	2021-05-20T02:38:05.560
2020	73692	Mount Barker District Council		Australia	Southeast Asia and Oceania	public											AUD Australian Dollar					37481	2020		2021-05-20T02:38:05.560
2020	31174	Moscow Government	Moscow	Russian Federation	Europe	public	Extreme hot temperature > Heat wave	Disease prevention measures	Improving the health care system as a measure of disease prevention. Preservation and development of the green fund of the city of Moscow to create a favorable microclimate in the conditions of heat. The action plan of the authorities at abnormally high temperatures includes measures to create special zones for people, distribution of water, medical care on the streets of the city, early warning and other measures.	Implementation	Policy and regulation	Ecosystem preservation and biodiversity improvement; Enhanced resilience; Improved public health	Agriculture and Forestry; Public Health and Safety; Social Services; Spatial Planning; Water	The main risks associated with heat wave are experienced by the population (vulnerable groups). In order to prevent diseases in Moscow, a system for free diagnosis of the population is organized. In June to September there are special rooms for the population, equipped with air conditioning, water, first aid.And other measures.	Finance secured		RUB Russian Ruble					12678079	2019	POINT (37.6173 55.7558)	2021-05-20T02:38:05.560
2020	35885	Tel Aviv-Yafo Municipality	Tel Aviv-Yafo	Israel	Middle East	public	Wild fire > Land fire	Crisis management including warning and evacuation systems		Implementation complete but not in operation				Emergency protocol is in place, in cooperation with the regional fire agency.			ILS New Israeli Shekel					443940	2017	POINT (34.7823 32.0816)	2021-05-20T02:38:05.560
2020	31090	District of Columbia	Washington, DC	United States of America	North America	public	Extreme hot temperature > Heat wave	Incorporating climate change into long-term planning documents	Resilient DC & Comprehensive Plan updates	Implementation	Development and implementation of action plan	Enhanced climate change adaptation; Enhanced resilience		The Office of Planning is in the process of amending their Comprehensive Plan to integrate policies and actions to support resilience to sudden shocks, such as flooding and extreme weather, as well as to chronic stressors, such as urban heat. And as part of the 100 Resilient Cities initiative, the District released its Resilient DC Strategy in April 2019.  The Strategy identifies climate change as a major theme and reasserts the District’s commitment to action.			USD US Dollar				https://resilient.dc.gov/	701547	2018	POINT (-77.0369 38.9072)	2021-05-20T02:38:05.560
2020	58395	Bærum Kommune	Bærum	Norway	Europe	public	Mass movement > Rock fall	Resilience and resistance measures for buildings	Report on the condition of the stone rock	Implementation	Capacity building and training activities; Monitor activities	Disaster preparedness; Disaster Risk Reduction; Enhanced resilience; Improved access to data for informed decision-making	Building and Infrastructure; Public Health and Safety; Spatial Planning	Report on the condition of the stone rock. An analysis was carried out with recommendations for measures that were to secure the stone rock to minimize that new movements could occur. Follow-up was suggested to act as fast as possible to avoid destruction. By monitoring how the rock movements, especially in Kolsåstoppen and other areas in Bærum which are potentially affected by rock fall, is developing, actions can be taken to  prevent rock fall.  If a rock fall is inevitable, we will ensure that residents in the area are evacuated and handle the rock fall in such a way that prevents damages to buildings and people. However, actions are done to keep this from happening. A map has been made which explicitly describes where the risks zones in Bærum are. If any work is to be done in these areas (e.g. construction), then thorough analyses and consequence scenarios are conducted. When monitoring the rock movements and creating action plans, several stakeholders are involved such as ground owners, external consultants, contingency leaders and political organs. this is to ensure that we get a holistic picture of the all the situations connected to the rock movement and how it can impact actions made in the area. The time horizon for the monitoring is until 2035, but we have already started working on documents for the next period (2020-2040).	Finance secured	Local	NOK Norwegian Krone	80000	0	80000		127867	2019	POINT (10.5938 59.9205)	2021-05-20T02:38:05.560
2020	50359	Gobierno Municipal de León de los Aldamas	León de los Aldamas	Mexico	Latin America	public	Extreme Precipitation > Rain storm	Promoting and incentivizing water efficiency	"Nodo León Saludable y sustentable a la estrategia Territorio sustentable y cambio climático. Programa "" manejo sustentable del agua"" que plantea acciones específicas como “prevención de Inundaciones”"	Implementation	Capacity building and training activities; Development and implementation of action plan; Infrastructure development	Disaster Risk Reduction; Improved resource efficiency (e.g. food, water, energy)	Building and Infrastructure; ICT (Information and Communication Technology); Waste; Water	"Nota: Es necesario mencionar que todas las acciones desarrolladas en el programa de gobierno 2015-2021  tienen la estructura de nodo, estrategia, programa, subprograma y acciones (todas en ese orden).Nodo León Saludable y sustentable a la estrategia Territorio sustentable y cambio climático. Programa "" manejo sustentable del agua"" que plantea acciones específicas como “prevención de Inundaciones”Para el periodo 2015-2018, se promovió la limpieza de arroyos y ejecución de obras pluviales. Se limpiaron 60 kilómetros de arroyos, se realizaron 18 obras pluviales que disminuyeron  el riesgo de inundaciones en diversas zonas de la ciudad, beneficiando a 81,120 habitantes.De igual forma se creó el programa de introducción de infraestructura de agua potable y alcantarillado en donde se realizaron acciones como: rehabilitación de redes de agua potable; instalación de líneas de conducción de agua potable; equipamiento de la planta potabilizadora “El Palote”; construcción de colectores de alcantarillado; ejecución del proyecto del colector pluvial 2a etapa de Ciudad Industrial. Los resultados y beneficios obtenidos fueron: 30 colonias en rehabilitación de la red de agua potable ,20 kilómetros de líneas de conducción de agua potable, 1 planta potabilizadora, 30 kilómetros de colectores de alcantarillado, 1 proyecto de colector pluvial. Todo esto mejora la calidad de la infraestructura, la eficiencia en el suministro del agua potable, la recolección de aguas residuales y el aprovechamiento de aguas superficiales, logrando la disminución de los riesgos naturales por inundación."	Finance secured	Public-private partnership	MXN Mexican Peso	1411057947	0	0	http://www.sapal.gob.mx/ https://drive.google.com/drive/folders/1k7kWpwxpB-HfTwJcMXPL4neU-ZpIckjR https://drive.google.com/drive/folders/1BFsssVk6wRxnEAODKP4hVk7PP0Tul-Bt https://drive.google.com/drive/folders/1IC79fRpLsz0FqaA3EAo2srTN_E01pEjZ https://drive.google.com/drive/folders/1U1MACkILjqHX_rOvKpDl1iBdUuEXtV1O	1578626	2015	POINT (-101.684 21.1221)	2021-05-20T02:38:05.560
2020	54108	City of Durham	Durham, NC	United States of America	North America	public	Extreme hot temperature > Extreme hot days	Tree planting and/or creation of green space	Urban forestry	Implementation		Ecosystem preservation and biodiversity improvement; Enhanced climate change adaptation; Enhanced resilience; Improved access to data for informed decision-making; Improved public health; Improved resource quality (e.g. air, water); Reduced GHG emissions; Social inclusion, social justice		We completed a tree inventory and urban forestry plan.  Using this data we increased by 50% our goal for city trees planted every year and specified that many of them must be planted in underrepresented census tracts.  We are also creating a wetland just downhill from downtown that will help mitigate flooding and clean the water that runs off downtown.	Feasibility finalized, and finance partially secured	Local	USD US Dollar				https://durhamnc.gov/DocumentCenter/View/27241/UFMP_GSD_9-18	271616	2018	POINT (-78.8986 35.994)	2021-05-20T02:38:05.560
2020	35883	City of San José	San José, CA	United States of America	North America	public	Wild fire > Land fire	Resilience and resistance measures for buildings	Partnerships to prepare for future PG&E power shutoff events	Scoping	Infrastructure development	Disaster preparedness; Disaster Risk Reduction; Enhanced climate change adaptation; Enhanced resilience; Reduced GHG emissions; Social inclusion, social justice	Building and Infrastructure; Energy; Public Health and Safety	San Jose Clean Energy (SJCE) believes it will be important to evaluate opportunities to strengthen resiliency efforts in the community to prepare for future PG&E power shutoff events, whether triggered by high fire risk or other causes. Below are a list of activities SJCE recommends in the near term:·         Partner with the Silicon Valley Independent Living Center to help promote the Disability Disaster Access and Resources program that supports residents that rely on power to operate life-sustaining medical devices and are vulnerable to PG&E power shutoff events.·         Partner with Bay Area SunShares to promote discounted solar + storage and energy storage systems targeted towards San José residents living in forecasted PG&E power shutoff areas.No costs are given for this set of projects, as they are still being planned.	Pre-feasibility/impact assessment study status	Other, please specify: A funding plan for this action has not yet been created.	USD US Dollar					1046079	2017	POINT (-121.886 37.3382)	2021-05-20T02:38:05.560
2020	50578	City of Windsor	Windsor	Canada	North America	public	Flood and sea level rise > River flood	Projects and policies targeted at those most vulnerable	Increase the education to the public on how to reduce their personal risk of basement flooding	Pre-implementation	Awareness raising program or campaign; Development and implementation of action plan; Education; Infrastructure development	Disaster preparedness; Disaster Risk Reduction; Enhanced climate change adaptation; Enhanced resilience	Building and Infrastructure; Business and Financial Service; Public Health and Safety; Spatial Planning	Hire a coordinator to conduct public education and outreach to highlight responsibilities of the property owner and promote lot level storm water controls (rainbarrels, rain gardens, down spout disconnections etc.); Develop outreach programs to teach residents what they can do to reduce snowmelt flooding on their property; Provide education to private market and social housing landlords and business owners outlining precautions, insurance options and responsibilities for tenants and landlords; Provide education on cleaning and fixing damaged property after a flooding event to prevent mould growth.	Finance secured	Local	CAD Canadian Dollar	25000	25000	25000	https://weatheringthestorm.ca/	233763	2018	POINT (-83.0364 42.3149)	2021-05-20T02:38:05.560
2020	35853	City of Baltimore	Baltimore	United States of America	North America	public	Extreme hot temperature > Heat wave	Cooling centers, pools, water parks/plazas	Protect the health and safety of Baltimore’s residents by preparing for more frequent hazard instances related to extreme heat.	Operation	Development and implementation of action plan; Infrastructure development; Monitor activities	Disaster preparedness; Improved public health; Social inclusion, social justice	Public Health and Safety; Social Services	To better respond and protect residents from incidences of extreme heat, Baltimore has opened and is looking to increase the number of Resiliency Hubs and Code Red Cooling Centers, especially in areas with vulnerable populations.  On Code Red days, recreation center pools operate on a modified schedule to accommodate more residents using pool facilities.  Baltimore has also recently used resiliency hubs to distribute electric fans to low-income seniors.	Finance secured	Local	USD US Dollar				https://www.baltimoresustainability.org/wp-content/uploads/2018/12/DP3-Text_MEMAFEMA-Final-Review.pdf  https://bcrp.baltimorecity.gov/recreation/aquatics/pool-rules  https://health.baltimorecity.gov/coderedinfo	593490	2019	POINT (-76.6122 39.2904)	2021-05-20T02:38:05.560
2020	50578	City of Windsor	Windsor	Canada	North America	public	Extreme hot temperature > Extreme hot days	Tree planting and/or creation of green space	Complete an Urban Forest Management Plan	Implementation	Assessment and evaluation activities; Awareness raising program or campaign; Development and implementation of action plan; Monitor activities; Policy and regulation	Ecosystem preservation and biodiversity improvement; Enhanced climate change adaptation; Enhanced resilience; Improved public health; Improved resource quality (e.g. air, water); Reduced GHG emissions; Resource conservation (e.g. soil, water); Shift to more sustainable behaviours	Agriculture and Forestry; Public Health and Safety; Spatial Planning	Complete the City of Windsor Street Tree and Park Tree Inventories; Complete a Canopy Cover Study & Benefits Assessment and develop a Tree Canopy Cover goal for the Windsor community to benefit the environment and human health; Work towards achieving the Tree Canopy Cover goal through increased quality tree planting, maintenance and replacement; Continue to protect the urban forest through enforcement of the public tree by-law (By-law 135-04); Explore additional measures to limit the removal of trees in Windsor; Increase awareness of the air pollution and greenhouse gas reduction benefits provided by trees.	Finance secured	Local	CAD Canadian Dollar	200000	200000	200000	https://www.iheartradio.ca/am800/news/the-city-will-be-counting-trees-across-windsor-1.9039501	233763	2018	POINT (-83.0364 42.3149)	2021-05-20T02:38:05.560
2020	50578	City of Windsor	Windsor	Canada	North America	public	Extreme hot temperature > Extreme hot days	Diversifying power/energy supply	Explore options for increased electrical power generation from City of Windsor infrastructure (generators) to supplement Ontario's electrical grid	Pre-implementation	Assessment and evaluation activities; Education; Infrastructure development; Stakeholder engagement	Improved resource efficiency (e.g. food, water, energy); Improved resource security (e.g. food, water, energy); Reduced GHG emissions	Building and Infrastructure; Energy	Explore options for increased electrical power generation from City of Windsor infrastructure (generators) to supplement Ontario's electrical grid – as warranted. Led by Asset Planning.	Feasibility undertaken	Local	CAD Canadian Dollar					233763	2018	POINT (-83.0364 42.3149)	2021-05-20T02:38:05.560
2020	60029	City of Cagayan de Oro	Cagayan de Oro	Philippines	Southeast Asia and Oceania	public	Mass movement > Landslide	Soil retention strategies	Soil retention strategies	Monitoring and reporting		Disaster Risk Reduction; Economic growth; Ecosystem preservation and biodiversity improvement; Enhanced climate change adaptation; Enhanced resilience; Greening the economy; Improved resource efficiency (e.g. food, water, energy); Job creation; Poverty reduction / eradication; Reduced GHG emissions; Resource conservation (e.g. soil, water); Shift to more sustainable behaviours		Sloping lands in the City's agricultural hinterland barangays were given access to crops that could be used as retention mechanisms for the soil. This protects the soil as well as improve the yield of farmers.	Finance secured	(Sub)national	PHP Philippine Peso	200000				675950	2015	POINT (124.632 8.45423)	2021-05-20T02:38:05.560
2020	55325	Município de Águeda	Águeda	Portugal	Europe	public	Extreme hot temperature > Extreme hot days	Crisis management including warning and evacuation systems	The “Águeda Sm@rt City Lab”	Implementation	Awareness raising program or campaign; Capacity building and training activities; Education	Enhanced climate change adaptation; Enhanced resilience; Reduced GHG emissions	Building and Infrastructure; Energy; Public Health and Safety; Transport (Mobility)	The “Águeda Sm@rt City Lab”, supported by the Portuguese Environmental Fund, is a living lab that translates into an open innovation environment, where the municipality, citizens, companies and schools collaborate in the development, implementation, validation and testing of new technologies, services and respective applications. This is located in an area of 47.1 hectares (low and high quota), with 352 buildings (264 of which housing), 1950 residents (predominantly active age), 600 families (mostly with children) and more than 3000 students (1250 in basic school/secondary). In line with the SDG 2030 (Sustainable Development Goals), the Águeda Sm@rt City Lab aims to be the genesis of a less polluting, more innovative, sustainable, inclusive and resilient city / community, with a better quality of life for citizens. Transversal to all thematic areas (mobility, energy, buildings, circular economy and environment), a space for interpretation and dynamization of the Laboratory will be implemented, open to the community, in which citizens will be able to know the technologies being tested in their territory and have information on the ways of participating in the activities carried out in this context.	Finance secured		EUR Euro	730073.43	319417.43	360656	https://www.cm-agueda.pt/pages/48news_id=1610	47729	2011	POINT (-8.44582 40.5753)	2021-05-20T02:38:05.560
2020	834301	Municipality of San Antonio de Areco		Argentina	Latin America	public	Flood and sea level rise > Flash / surface flood	Real time risk monitoring	Implementación de herramientas de monitoreo y pronóstico hidrológico para la vigilancia del Río Areco	Implementation	Assessment and evaluation activities; Awareness raising program or campaign; Infrastructure development; Monitor activities; Stakeholder engagement	Disaster preparedness; Disaster Risk Reduction	Public Health and Safety; Water	Fortalecer la capacidad de respuesta del Sistema deSAT-ARECO, a través de su ’Sala de Situación’,mediante la extensión de tecnología desarrollada porla Dirección de Sistemas de Información y AlertaHidrológico del Instituto Nacional del Agua (SIyAH-INA), habiendo ampliado la escala de trabajo delSistema de Información y Alerta Hidrológico de laCuenca del Plata (SAT-CDP)Para lograr esto se postularon los siguientesobjetivos específicos:-Acoplar los sitios de monitoreo hidrométrico,implementados en SAT-Areco, al SAT-CDP comonodos de información (extensión componente demedición).-Implementar métodos automáticos de pronósticohidrológico (numérico), ajustados a los tiemposcaracterísticos de la respuesta hidrológica para lasdistintas secciones de control establecidas por elSAT-Areco sobre el río Areco (desarrollo componentede modelación y pronóstico hidrológico), mediante laelaboración o adaptación de herramientas demodelación matemática (hidrológica,hidrodinámica).-Desarrollar una herramienta de representación de lainformación producida por el SATCDP para los nodosde información incorporados, específicamente dirigida a la ’Sala de Situación’ de SAT-Areco (i.e.interfaz web de consulta a SAT-CDP)	Pre-feasibility/impact assessment study status	Local	USD US Dollar	36.62378	36.62378	36.62378		24668	2018		2021-05-20T02:38:05.560
