Year Reported to CDP	Account Number	Organization	City	Country	CDP Region	Access	City boundary	Type of target	Sector	Identify and explain sources that differ from the inventory	Target boundary relative to city boundary	Base year	Year of target introduction	Base year emissions (metric tonnes CO2e)	Percentage reduction target	Target year	Target year absolute emissions (metric tonnes CO2e)	Projected population in target year	Intensity unit (Emissions per)	Base year emissions per intensity unit (metric tonnes CO2e per denominator)	Estimated business as usual absolute emissions in target year (metric tonnes CO2e)	Percentage of target achieved so far	Select the initiatives that this target contributes towards	Description of the target and the modelling methodology(ies) and parameters used to define it	Does this target align with the global 1.5 - 2°c pathway set out in the Paris Agreement?	Does this target align or correspond to a requirement from a higher level of government?	Target description	Population	Population Year	City Location	Last update
2020	35858	City of Cape Town	Cape Town	South Africa	Africa	public	City / Municipality	Baseline scenario (business as usual) target	Energy	n/a	Same – covers entire city and nothing else	2012	2015	13840045	15	2020					17020837	95	Deadline 2020 - Delivering the 1.5 degree ambition of the Paris Agreement in a resilient, inclusive way; Global Covenant of Mayors for Climate & Energy; Individual City Commitment; Mexico City Pact; One Planet City Challenge	The target applied a bottom-up model of energy demand projected forward using growth (of GDP and population) parameters. Using the Long-Range Energy Alternatives Planning (LEAP) simulation tool, it was based on a set of interventions addressing demand for both energy and transport. The targets were established and approved by Council in 2015 under a process called the Cape Town Energy2040 Goal. The City is in the process of updating these mitigation targets to meet the new goal of carbon neutrality by 2050 as per its commitment under C40 Deadline 2020 Programme. As a result of the nature of the Energy2040 targets (being developed as reductions off a BAU trajectory, rather than reductions from the base year), the “percentage of target achieved” figure has been calculated in the following way: [BAU(2018) - Actual emissions(2018)] / [BAU(target yr) - Target emissions (target yr)]. Furthermore, the City's disaggregation and measurement of CO2 targets into sectors does not match this CDP template. The targets were broken down by the contributions of transport efficiency, electricity efficiency, and cleaner electricity supply, to the total reduction off BAU. (The City can be contacted for further elaboration on its targets structure.) As such, the sector-specific targets reported here differ from the officially adopted ones, which were expressed in terms of contribution to reduction from BAU as follows: Electricity efficiency contribution: -3.7% by 2020, -7.7% by 2030, -9.3% by 2040 Transport efficiency contribution: -3.2% by 2020, -7.2% by 2030, -11.2% by 2040 Cleaner electricity supply contribution: -6.2% by 2020, -13.9% by 2030, -15.9% by 2040 The City recognises that the BAU projected under Energy2040 would not have captured the full extent of recent reductions in energy consumption as a result of slow economic growth and increased tariffs. The observed reductions from BAU may therefore overstate the direct impact of climate actions. The new targets under the C40 Deadline 2020 Program have been provisionally developed but need to wait for the City’s new Climate Change Strategy to be approved by Council before they can be publically tabled. The CC Strategy is set to serve at Council by November 2020 and the targets therefore be ready to report in the next CDP reporting cycle. Unlike the Energy2040 targets, the updated targets also apply to the waste sector.	No	Yes, and it exceeds its scale or requirement	This target was established under the Energy2040 Goal process, and so was based on ambitious targets but preceded the Paris Agreement and South Africa's NDC. It exceeds the ambition of the NDC, but what is more important is that it is now being aligned with the global pathway set out in the Paris Agreement, under the C40 Deadline 2020 commitment. The target covers energy only (including aviation and Marine)	4400240	2018	POINT (18.4239 -33.9253)	2021-05-20T02:33:48.460
2020	59642	City of Dublin, CA	Dublin, CA	United States of America	North America	public	City / Municipality	Fixed level target	All emissions sources included in city inventory		Same – covers entire city and nothing else		2020			2030	2.8	75000				69			Yes - 2 °C	Yes	We are in the process of updating our climate action plan. The target is aligns with state goals, which are more ambitious goals than that of the U.S. Nationally Determined Contribution. The updated CAP will go to City Council on September 15, 2020.	65716	2019	POINT (-121.93 37.7)	2021-05-20T02:33:48.460
2020	73694	Chacabuco		Argentina	Latin America	public	City / Municipality	Baseline scenario (business as usual) target	Other, please specify: Energía, Transporte y Desechos	Se toman a consideración las fuentes de emisión clasificadas en el inventario como básicas (siguiendo el estándar GPC). El nivel BASIC (básico) cubre las fuentes de emisión que se producen en casi todas las ciudades (energía estacionaria, transporte dentro de los límites y desechos generados en la ciudad), donde las metodologías y datos de cálculo están fácilmente disponibles. Se corresponde a un marco de reporte inducido por la ciudad. En detalle, las emisiones cubiertas son: - Energía Estacionaria, alcances 1 y 2 - Transporte, alcance 1 (se utiliza el método de venta de combustible) y 2- Residuos, alcance 1 y 3Se decidió no incorporar las emisiones de agricultura y ganadería y las emisiones de alcance 3 de energía estacionaria (incluidas en el inventario) ya que sobre estas, los gobiernos locales no tienen capacidad de realizar acciones concretas para mitigarlas. Se incluyeron sólo aquellas que pueden ser gestionados más fácilmente a escala local.	Same – covers entire city and nothing else	2018	2019	288775.3	18	2030					383346.07		Global Covenant of Mayors for Climate & Energy	En 2016 Argentina presentó su NDC, en ella propone no exceder la emisión neta de 483 millones de toneladas de dióxido de carbono equivalente en el año 2030, esto significaría reducir el 18% de las emisiones proyectadas en un escenario de referencia.Durante el 2014 en Argentina se emitieron 368 millones de toneladas de dióxido de carbono equivalente (MtCO2e). Por otro lado, las emisiones proyectadas al año 2030 bajo el escenario BAU ascienden a 592 MtCO2e11. De esta forma, el aumento porcentual relativo de emisiones proyectado para el 2030 es del 60,87%.Este aumento será considerado para la preparación del escenario BAU de Chacabuco donde se proyectarán las emisiones alcanzadas por el nivel BÁSICO. Este nivel abarca los sectores en los cuales los gobiernos locales poseen mayor capacidad de realizar acciones concretas, y que pueden ser gestionados más fácilmente que los incluidos en el nivel BÁSICO+.Para correlacionar el escenario Business as Usual nacional con el de Chacabuco se realizó un ajuste considerando las tasas de aumento poblacional. El factor de ajuste es equivalente a la relación entre la variación poblacional en el período 2014-2030 a nivel nacional y local.Factor de ajuste = (variación de la población entre 2014 y 2030 de Chacabuco/variacion de la población entre 2014 y 2030 de Argentina)El INDEC estima que durante este tiempo la población argentina aumentará un 15,79% y un 10,94% en el municipio. Por lo tanto el factor de ajuste resulta de 0,69. Así, el aumento de emisiones proyectado para Chacabuco será del 42,18%.Tomando de base el inventario BÁSICO de Chacabuco del 2014, las emisiones proyectadas bajo el escenario tendencial al 2030 serán de 417007.36 tCO2e.Tomando como referencia la meta de reducción de emisiones presentada por el país y acorde a lo establecido en el Pacto de Alcaldes por el Clima y la Energía, Chacabuco se compromete a reducir sus emisiones de gases de efecto en al menos un 18% respecto al escenario BAU al 2030, considerando las fuentes de emisión del alcance BÁSICO. De esta forma, en 2030, Chacabuco no emitirá más de 341.946,04 tCO2e.	Do not know	No	Se espera que la reducción de emisiones propuesta por Chacabuco y las medidas que se desarrollen para su concreción, se sumen a los esfuerzos nacionales.	51962	2018		2021-05-20T02:33:48.460
2020	31090	District of Columbia	Washington, DC	United States of America	North America	public	Federal district	Base year emissions (absolute) target	All emissions sources included in city inventory		Same – covers entire city and nothing else	2006	2016	10535018	100	2050	0					27	Deadline 2020 - Delivering the 1.5 degree ambition of the Paris Agreement in a resilient, inclusive way; Global Covenant of Mayors for Climate & Energy		Yes - 1.5 °C	No	In December 2017, Mayor Bowser increased this goal to carbon neutrality by committing to C40's Deadline 2020 initiative, up from 80% reduction by 2050	701547	2018	POINT (-77.0369 38.9072)	2021-05-20T02:33:48.460
2020	59537	City of Denton, TX	Denton	United States of America	North America	public	City / Municipality	No target																				141541	2019	POINT (-97.1331 33.2148)	2021-05-20T02:33:48.460
2020	43917	Sofia Municipality	Sofia	Bulgaria	Europe	public	City / Municipality	Base year emissions (absolute) target	All emissions sources included in city inventory	All emissions sources included in city inventory	Larger – covers the whole city and adjoining areas	2007	2011	5672432	40	2030	3403459.2					10.34	Global Covenant of Mayors for Climate & Energy		Yes - 1.5 °C	Yes	In November 2018 Sofia Municipality has set its commitment under the Global Covenant of Mayors for Climate and Energy as follows:(1) To reduce CO2 (and possibly other greenhouse gas) emissions on its territory by at least 40% by 2030, namely through improved energy efficiency and greater use of renewable energy sources; and  (2) To increase its resilience by adapting to the impacts of climate change.In order to translate these commitments into action, Sofia Municipality has undertaken the following step-by-step approach:(1) Carring out a Baseline Emissions Inventory and a Climate Change Risk and Vulnerability Assessment;(2) Submiting a Sustainable Energy and Climate Action Plan within two years; and (3) Report progress at least every second year following the submission of the Sustainable Energy and Climate Action Plan for evaluation, monitoring and verification purposes. At national level Bulgaria has a joint commitment within the EU. The EU and its Member States are committed to a binding target of an at least 40% domestic reduction in greenhouse gas emissions by 2030 compared to 1990, to be fulfilled jointly.  The target represents a significant progression beyond itscurrent undertaking of a 20% emission reduction commitment by 2020 compared to 1990 (which includes the use of offsets). It is in line with the EU objective, in the context of necessary reductions according to the IPCC by developed countries as a group, to reduce its emissions by 80-95% by 2050 compared to 1990. Furthermore, it is consistent with the need for at least halving global emissions by 2050 compared to 1990. The EU and its Member States have already reduced their emissions byaround 19% on 1990 levels while GDP has grown by more than 44% over the same period. As a result, average per capita emissions across the EU and its Member States have fallen from 12 tonnes CO2-eq. in 1990 to 9 tonnes CO2-eq. in 2012 and are projected to fall to around 6 tonnes CO2-eq. in 2030. The emissions in the EU and its Member States peaked in 1979.	1479902	2019	POINT (23.3219 42.6977)	2021-05-20T02:33:48.460
2020	59707	Town of Princeton, NJ		United States of America	North America	public	City / Municipality	Base year emissions (absolute) target	All emissions sources included in city inventory		Same – covers entire city and nothing else	2010	2019	443693	65	2040	155292.55											31822	2019		2021-05-20T02:33:48.460
2020	31108	City of Houston	Houston	United States of America	North America	public	City / Municipality	Base year emissions (absolute) target	All emissions sources included in city inventory	http://greenhoustontx.gov/climateactionplan/index.html	Same – covers entire city and nothing else	2014	2020	33414134	40	2030	20048480.4					0	100 Resilient Cities; Global Covenant of Mayors for Climate & Energy; Mayors National Climate Action Agenda; STAR Communities		Yes - 1.5 °C	No	http://greenhoustontx.gov/climateactionplan/index.html	2343365	2019	POINT (-95.3694 29.7602)	2021-05-20T02:33:48.460
2020	50220	Métropole Nice Côte d'Azur	Nice	France	Europe	public	Metropolitan area	Base year emissions (absolute) target	All emissions sources included in city inventory		Same – covers entire city and nothing else	2012	2019	1925367	75	2050	481341.75						Global Covenant of Mayors for Climate & Energy		Yes - 2 °C	Yes		540000	2016	POINT (7.26195 43.7102)	2021-05-20T02:33:48.460
2020	834259	Municipality of Lobos		Argentina	Latin America	public	City / Municipality	Baseline scenario (business as usual) target				2018		510999.63														39239	2018		2021-05-20T02:33:48.460
2020	54070	City of Eugene	Eugene	United States of America	North America	public	City / Municipality	Base year emissions (absolute) target	All emissions sources included in city inventory	Sector-based emissions	Same – covers entire city and nothing else	2010	2016	1061266	50	2030	530633					4.5	Global Covenant of Mayors for Climate & Energy		Other: Yes - 1 degree C	Yes, but it exceeds its scale or requirement	"In addition, Eugene's community ghg target ""By the year 2100, total community greenhouse gas emissions shall be reduced to an amount that is no more than the city of Eugene's average share of a global atmospheric greenhouse gas level of 350 ppm, which is estimated in 2016 to require an annual average emission reduction level of 7.6%."" This is based on scope 1 and 2 emissions.  The State of Oregon's goal is equivalent to 2 degrees C. There are many components of the Climate Recovery Ordinance, including a separate consumption-based goal."	171245	2018	POINT (-123.087 44.0519)	2021-05-20T02:33:48.460
2020	54652	Prefeitura de Osasco	Osasco	Brazil	Latin America	public	City / Municipality	No target																				676	2017	POINT (23.5328 46.7919)	2021-05-20T02:33:48.460
2020	50365	Municipalidad  de Valparaíso		Chile	Latin America	public	City / Municipality	No target																				296655	2017		2021-05-20T02:33:48.460
2020	831618	Yaoundé 4	Yaoundé 4	Cameroon	Africa	public	City / Municipality	Base year emissions (absolute) target	All emissions sources included in city inventory		Same – covers entire city and nothing else	2018	2017	1991151.3	23	2030	1533186.501					4.4	100% Renewable Energy Cities & Regions Network; District Energy in Cities Initiative; Global Covenant of Mayors for Climate & Energy; ICLEI’s Green Climate Cities Program; Individual City Commitment; Mayors National Climate Action Agenda; One Planet City Challenge; UN-Habitat Guiding Principles for City Climate Action Planning; UNISDR, Making Cities Resilient Campaign		Yes - 2 °C	Yes	les émissions de GES, la Commune de Yaoundé IV a produit environ 2 173 197,231 tonnes de CO2eq en 2018 ce qui équivaut à 2,7 tCO2éq/hab/an, soit plus près de 7 fois la moyenne nationale de 0,4 tCO2éq/hab  et environ 3 fois supérieur à la moyenne de 0,8 tCO2éq/hab pour l’Afrique subsaharienne .Néanmoins, ce taux d’émissions reste bien en dessous de la moyenne mondiale de 4,98  tCO2éq/hab.G72	792546	2018	POINT (11.5167 3.8667)	2021-05-20T02:33:48.460
2020	59998	Narayanganj City Corporation		Bangladesh	South and West Asia	public																									2021-05-20T02:33:48.460
2020	69999	Greifswald	Greifswald	Germany	Europe	public	City / Municipality	Base year emissions (absolute) target																				57899	2019	POINT (12.3923 54.0865)	2021-05-20T02:33:48.460
2020	2430	City of Burlington	Burlington	United States of America	North America	public	City / Municipality	Base year emissions (absolute) target	Other, please specify: Community		Same – covers entire city and nothing else	2010	2014	404779	10	2025	364301.1								Do not know	Do not know		42284	2015	POINT (-73.2121 44.4759)	2021-05-20T02:33:48.460
2020	43937	Wellington City Council	Wellington	New Zealand	Southeast Asia and Oceania	public	City / Municipality	Base year emissions (absolute) target	All emissions sources included in city inventory	NA.	Same – covers entire city and nothing else	2001		1135995	68	2040	363518.4					10			Do not know	Yes	Wellington City has a target of a 68% reduction by 2040 relative to 2001 levels. This target is not sector-specific.	210400	2019	POINT (174.776 -41.2865)	2021-05-20T02:33:48.460
2020	3422	Greater London Authority	London	United Kingdom of Great Britain and Northern Ireland	Europe	public	City / Municipality	Base year emissions (absolute) target	All emissions sources included in city inventory		Same – covers entire city and nothing else	1990	2018	45050000	40	2020	27030000					31	Deadline 2020 - Delivering the 1.5 degree ambition of the Paris Agreement in a resilient, inclusive way		Yes - 1.5 °C	Yes, but it exceeds its scale or requirement	This the carbon budget target for the period 2018-2022. Midpoint of budget period given here.	8908081	2018	POINT (-0.07868 51.5048)	2021-05-20T02:33:48.460
2020	54078	City of Hayward	Hayward	United States of America	North America	public	City / Municipality	Base year emissions (absolute) target	All emissions sources included in city inventory		Same – covers entire city and nothing else	2005	2009	1082891	20	2020	866312.8					14.6	Individual City Commitment		Do not know	Yes, but it exceeds its scale or requirement	California's state target for 2020 uses a different baseline than Hayward. Given the different baseline, the equivalent is for Hayward to reduce emissions by 15% from the 2005 baseline by 2020. Hayward set a more ambitious goal of 20% below 2005 by 2020. The City's General Plan outlines a goal of 61.7% by 2040 and 82.5% by 2050. These goals are not as ambitious as the state's goal outlined in SB32 and the state's goal of carbon neutrality by 2045. Due to this, City amended the General Plan to update the goals to be 30% by 2025, 55% by 2030, and carbon neutral by 2045. This General Plan Amendment was approved by Council in June 2020.	161456	2017	POINT (-122.081 37.6689)	2021-05-20T02:33:48.460
2020	54109	City of Bloomington	Bloomington	United States of America	North America	public	City / Municipality	Base year emissions (absolute) target	All emissions sources included in city inventory		Larger – covers the whole city and adjoining areas	2016	2018	1328610	11	2023	1182462.9								Do not know	No	- Bloomington Target: Reduce community GHG emissions 11 percent by 2023, relative to a baseline of 1.3 million metric tons of GHG emissions in 2016. -> Annual reduction rate: 11 percent / 7 years = 1.57% emissions reduction per year to reach goal by target year.- U.S. NDC: The United States intends to achieve an economy-wide target of reducing its greenhouse gas emissions by 26-28 percent below its 2005 level in 2025 and to make best efforts to reduce its emissions by 28%.  -> Annual reduction rate: 27 percent / 20 years= 1.35% emissions reduction per year to reach goal by target year. - Bloomington's current annual reductions % emissions reduction target is more ambitious than the U.S.'s Nationally Determined Commitment.	85755	2019	POINT (-86.5264 39.1653)	2021-05-20T02:33:48.460
2020	31171	Ayuntamiento de Madrid	Madrid	Spain	Europe	public	City / Municipality	Base year emissions (absolute) target	All emissions sources included in city inventory		Same – covers entire city and nothing else	2015	2030	11514.5	61	2030	4490.655						Global Covenant of Mayors for Climate & Energy		Do not know	Yes, but it exceeds its scale or requirement		3266126	2019	POINT (-3.38756 40.1076)	2021-05-20T02:33:48.460
2020	51374	Prefeitura de Rio Branco	Rio Branco	Brazil	Latin America	public	City / Municipality	No target																				407319	2019	POINT (-40.3776 -20.3338)	2021-05-20T02:33:48.460
2020	848977	Busbanza		Colombia	Latin America	public	City / Municipality	No target																				1156	2019		2021-05-20T02:33:48.460
2020	839665	Ayuntamiento de Celaya		Mexico	Latin America	public	City / Municipality	Base year emissions (absolute) target	All emissions sources included in city inventory		Same – covers entire city and nothing else	2013	2019	4093680	8	2040	3766185.6					0	ICLEI’s Green Climate Cities Program		Do not know	Yes	Dirección de Cambio Climático, Dentro del Estado de Guanjuato, se desarrollo el Programas de Gestión para Mejorar la Calidad del Aire (PROAIRE) donde las ciudades de Irapuato, Salamanca y Celaya trabajan en conjunto para reducir las emisiones de GEI.Las estrategias que se trabajan en conjunto son:**Refuerzo de la Protección de la Salud.**Reducción y control de Emisiones de Fuentes Especificas donde:*Se busca Mantener las emisiones de la Central Termoeléctrica de Salamanca mediante la utilización una mezcla de gas natural-combustóleo del 65%-35%, respectivamente.*Desarrollar el Proyecto de Co-generación en la Central Termoeléctrica.**Reducir las emisiones generadas a la atmósfera por las empresas  Univex, S.A de C.V y Sales del Bajio S.A de C.V**Reducir las emisiones generadas por la industria ladrillera.**Regular, vigilar e inspeccionar fuentes fijas de jurisdicción federal y estatal.	494304	2015	POINT (-100.812 20.5222)	2021-05-20T02:33:48.460
2020	50558	City of London, ON	London, ON	Canada	North America	public	City / Municipality	Base year emissions (absolute) target	All emissions sources included in city inventory		Same – covers entire city and nothing else	1990	2014	3440000	15	2020	2924000					53			Yes - 2 °C	Yes, but it exceeds its scale or requirement	"The City of London's GHG emission 2020 and 2030 reduction targets were aligned with the former provincial government's GHG emission targets (tougher than the current provincial government's targets), and the City adopted a new net-zero emissions target for 2050 in 2019.- 15% reduction in total GHG emissions from 1990 levels by 2020- 37% reduction by 2030- net-zero emissions by 2050The new provincial government has established less-ambitious reduction targets through its decision to ""align"" Ontario's GHG reduction goals with the federal reduction goals for Canada - 30% reduction from 2005 levels by 2030 . As of 2017, Ontario was already 22% below 2005 levels as of 2017, therefore the level of effort for emissions reduction at the provincial (Ontario) level for the near future will be lower than had been planned under the previous government."	401000	2018	POINT (-81.2497 42.9837)	2021-05-20T02:33:48.460
2020	50203	Gaziantep Metropolitan Municipality	Gaziantep	Turkey	Europe	public	City / Municipality	Base year emissions (absolute) target	All emissions sources included in city inventory		Same – covers entire city and nothing else	2015	2015	6408191	40	2030	3844914.6								Do not know	Yes		2028563	2018		2021-05-20T02:33:48.460
2020	54646	Prefeitura de Duque de Caxias	Duque de Caxias	Brazil	Latin America	public	Independent province: Local government area within a city/metropolitian area	No target																				886917	2016	POINT (-43.3033 -22.8062)	2021-05-20T02:33:48.460
2020	58627	City of Alton, IL	Alton	United States of America	North America	public	City / Municipality	No target																				26581	2015	POINT (-90.1843 38.8906)	2021-05-20T02:33:48.460
2020	848971	Balcarce		Argentina	Latin America	public																									2021-05-20T02:33:48.460
2020	36504	Comune di Rimini	Rimini	Italy	Europe	public	City / Municipality	No target																				150590	2018	POINT (12.5695 44.0678)	2021-05-20T02:33:48.460
2020	31150	Bangkok Metropolitan Administration	Bangkok	Thailand	Southeast Asia and Oceania	public	Local government area within a greater city / metropolitan area	Base year emissions (absolute) target	Transport		Same – covers entire city and nothing else	2013	2020	17907072	16.75	2020	14907637.44					100	Other, please specify: NAMAs		No	Yes	Bangkok Master Plan on Climate Change 2013-2023 set the target in 2020 follow NAMAs. In the other hand, the new master plan will set the target (2030) follow Paris Agreement (NDC).	8420887	2016	POINT (100.556 13.7712)	2021-05-20T02:33:48.460
2020	43911	City of Ottawa	Ottawa	Canada	North America	public	City / Municipality	Base year emissions (absolute) target	All emissions sources included in city inventory		Same – covers entire city and nothing else	2012	2020	6907000	43	2025	3936990					14			Yes - 1.5 °C			991429	2018	POINT (-75.6972 45.4215)	2021-05-20T02:33:48.460
2020	848970	Villa Carlos Paz		Argentina	Latin America	public																									2021-05-20T02:33:48.460
2020	63999	City of Miami Beach, FL	Miami Beach	United States of America	North America	public	City / Municipality	No target																				91826	2018	POINT (-80.13 25.7906)	2021-05-20T02:33:48.460
2020	849043	Santa Anita (Argentina)		Argentina	Latin America	public																									2021-05-20T02:33:48.460
2020	36470	Comune della Spezia	La Spezia	Italy	Europe	public	City / Municipality	Base year emissions (absolute) target	All emissions sources included in city inventory		Larger – covers the whole city and adjoining areas	2007	2011	262091	20	2020	209672.8					7			No	Yes		93870	2017	POINT (9.83632 44.111)	2021-05-20T02:33:48.460
2020	49335	Metropolitan Government of Nashville and Davidson County	Nashville	United States of America	North America	public	Province / County	Base year emissions (absolute) target	All emissions sources included in city inventory		Same – covers entire city and nothing else	2014	2018	12252425	70	2050	3675727.5					9.6	100 Resilient Cities; Global Covenant of Mayors for Climate & Energy; Individual City Commitment		Yes - 2 °C	Yes, but it exceeds its scale or requirement	Reduce Nashville GHG emissions by 30% by 2030, and 70% by 2050 compared to a 2014 baseline.The USA's NDC is to cut GHG by 26-28% from 2005 levels to 2025 - 1.3-1.4% per year. The city's target is 30% reduction by 2030 (1.9%), and 70% by 2050 (1.9%), from a 2014 baseline.The Climate & Energy Subcommittee for the Mayor's Livable Nashville Committee based the overall GHG reduction goals primarily on a survey of goals adopted by peer and aspirational cities.  The City of Atlanta has adopted similar targets (except theirs was for a 2009 baseline).  The subcommittee confirmed the general alignment of these goals with the science-based recommendation to reduce absolute carbon emissions by three percent annually until 2050 in order to achieve the global goal of holding warming to two degrees Celsius.  However, they recommended that Metro-Nashville confirm these goals are at least as stringent as the science-based target when a science-based online assessment tool becomes available.  In addition, an analysis by PriceWaterhouseCoopers suggests that a 3% annual reduction may be insufficient and recommends the United States commit to 4.3% annual reduction. The Livable Nashville Committee's recommendations therefore included committing to reviewing the targets annually to identify opportunities to reduce GHG emissions more quickly than planned and revise the targets accordingly.	692587	2018	POINT (-86.7816 36.1627)	2021-05-20T02:33:48.460
2020	73754	Panaji		India	South and West Asia	public																									2021-05-20T02:33:48.460
2020	70005	Tauragė	Taurage	Lithuania	Europe	public	City / Municipality	Base year intensity target																				38500	2019	POINT (22.2897 55.2522)	2021-05-20T02:33:48.460
2020	845307	Zarcero		Costa Rica	Latin America	public	City / Municipality	Base year emissions (absolute) target	Waste		Same – covers entire city and nothing else	2019	2020	5000	14	2030	4300					0	Global Covenant of Mayors for Climate & Energy; Other, please specify: Plan de Descarbonización de Costa Rica		Yes - 2 °C	Yes	La meta consiste en el tratamiento de  residuos orgánicos mediante la aplicación de la técnica de compostaje. Se pretende al 2030 tener 300 unidades generadoras de residuos tratando sus residuos orgánicos mediante la técnica de compostaje. Adicionalmente se pretende un aumento de un 10% en la recuperación de residuos valorizables.	12205	2019		2021-05-20T02:33:48.460
2020	69848	Municipio de Loja	Loja	Ecuador	Latin America	public	City / Municipality	Baseline scenario (business as usual) target	All emissions sources included in city inventory	No difiere.	Same – covers entire city and nothing else	2015	2016	4238	24	2040					3854936	0		El objetivo principal es establecer determinar la Huella Hidria y de Carbono de la ciudad de Loja, Contribuir a la reducción de las emisiones de GEI de los sectores con mayor aporte a la Huella de Carbono de Loja (transporte, residencial/comercial, residuos sólidos, industrial), priorizando la movilidad sustentable, proyectando cambios en la política de energía urbana y promoviendo la eficiencia energética. Esto atraves de la Metodologia GPC global protocol for community-scale Greenhouse gas emissiones	Yes - 1.5 °C	No	Emisiones acumuladas al año 2040. Aun no se hizo el seguimiento al cumplimiento de los proyectos considerados	214855	2010	POINT (-3.99313 -79.2042)	2021-05-20T02:33:48.460
2020	848130	San Pedro Yepocapa		Guatemala	Latin America	public																									2021-05-20T02:33:48.460
2020	54623	Prefeitura de Betim	Betim	Brazil	Latin America	public	City / Municipality	No target																				378089	2010	POINT (-44.2012 -19.9673)	2021-05-20T02:33:48.460
2020	35884	City of San Diego	San Diego	United States of America	North America	public	City / Municipality	Base year emissions (absolute) target	All emissions sources included in city inventory	N/A	Same – covers entire city and nothing else	2010	2015	12984993	50	2035	6492496.5					50	Global Covenant of Mayors for Climate & Energy		Yes - 2 °C	Yes	N/A	1426000	2020	POINT (-117.17 32.7181)	2021-05-20T02:33:48.460
2020	58569	City of Podgorica	Podgorica	Montenegro	Europe	public	City / Municipality	Base year emissions (absolute) target	Other, please specify: Public lighting		Same – covers entire city and nothing else	2008	2011	5	20	2020	4								Do not know	No	The city is implementing the Project for replacing existing public lighting with a new more efficient one. However, the expansion of the City results in the installation of new public lighting which leads to a total increase in energy consumption.	185937	2011	POINT (19.2594 42.4304)	2021-05-20T02:33:48.460
2020	35897	Municipality of Campinas	Campinas	Brazil	Latin America	public	City / Municipality	Base year emissions (absolute) target	Other, please specify: Agricultura, floresta e uso da terra (AFOLU)	Não há diferença entre  as fontes do inventário.	Same – covers entire city and nothing else	2016	2020	50559.6	11.8	2030	44593.5672					0	Global Covenant of Mayors for Climate & Energy		Yes - 2 °C	No	A meta da cidade é menos ambiciosa (em valor absoluto) do que a NDC nacional devido ao fato de que a cidade de Campinas se configura como uma área urbana já consolidada onde o range de redução das emissões de GEE é notadamente mais restrito que o nacional.	1204073	2019	POINT (-46.9372 -22.744)	2021-05-20T02:33:48.460
2020	74401	City of Encinitas, CA	Encinitas	United States of America	North America	public	City / Municipality	Base year emissions (absolute) target	All emissions sources included in city inventory		Same – covers entire city and nothing else	2012	2018	483773	41	2030	285426.07					25	This target does not contribute towards an initiative commitment		Do not know	Yes	The city's target aligns with the state of California's  targets  established by  Senate Bill 350.	62038	2016	POINT (-117.293 33.0454)	2021-05-20T02:33:48.460
2020	35897	Municipality of Campinas	Campinas	Brazil	Latin America	public	City / Municipality	Base year emissions (absolute) target	Transport	Não há diferença entre  as fontes do inventário.	Same – covers entire city and nothing else	2016	2020	1879651.06	5.3	2020	1780029.55382					0	Global Covenant of Mayors for Climate & Energy		Yes - 2 °C	No	A meta da cidade é menos ambiciosa (em valor absoluto) do que a NDC nacional devido ao fato de que a cidade de Campinas se configura como uma área urbana já consolidada onde o range de redução das emissões de GEE é notadamente mais restrito que o nacional.	1204073	2019	POINT (-46.9372 -22.744)	2021-05-20T02:33:48.460
2020	10495	City of Las Vegas	Las Vegas	United States of America	North America	public	City / Municipality	Base year emissions (absolute) target	All emissions sources included in city inventory		Larger – covers the whole city and adjoining areas	2020	2050	22289335	80	2050	4457867					0	Global Covenant of Mayors for Climate & Energy; LEED for Cities; STAR Communities		Yes - 1.5 °C	No	This is the proposed target within the City's 2050 Master Plan; it has not been approved or adopted, but would be consistent with mitigation and adaptation measures.	675971	2019	POINT (-115.14 36.1699)	2021-05-20T02:33:48.460
2020	43928	Canberra	Canberra	Australia	Southeast Asia and Oceania	public	City / Municipality	Base year emissions (absolute) target	All emissions sources included in city inventory		Larger – covers the whole city and adjoining areas	1990	2018	2940000	65	2030	1029000					13	Cities Power Partnership; Declaring Climate Emergency; Global Covenant of Mayors for Climate & Energy; Individual City Commitment		Yes - 2 °C	Yes, but it exceeds its scale or requirement	This target of a 65-75% reduction is legislated under the Climate Change and Greenhouse Gas Reduction Act 2010. Baseline emissions are subject to change in event of a methodology change.	427000	2019	POINT (149.124 -35.3075)	2021-05-20T02:33:48.460
2020	60349	Prefeitura de São Leopoldo	São Leopoldo	Brazil	Latin America	public	City / Municipality	No target																				236835	2019	POINT (-51.1493 -29.761)	2021-05-20T02:33:48.460
2020	35475	City of Calgary	Calgary	Canada	North America	public	City / Municipality	Base year emissions (absolute) target	All emissions sources included in city inventory		Same – covers entire city and nothing else	1990		11871100	50	2036	5935550								Do not know	Do not know	Target was set as part of imagineCALGARY (a community-wide engagement in 2006 to set the 100-year sustainability vision for Calgary).	1285711	2019	POINT (-114.071 51.0486)	2021-05-20T02:33:48.460
2020	840945	Prefeitura de Santa Bárbara		Brazil	Latin America	public	City / Municipality	Fixed level target	Waste		Same – covers entire city and nothing else		2021			2026							Global Covenant of Mayors for Climate & Energy; ICLEI’s Green Climate Cities Program			Yes		31604	2020		2021-05-20T02:33:48.460
